s	Product	Department	Dept_Name	Year	Month	Sales	Transactions	Items
133	AVOCADO Hass Organic	2	PRODUCE	2014	2	13756.51	4288	5122
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2011	7	13747.01	3103	3428
99	WEDGE COOKIE	8	DELI	2010	11	13746.96	4530	5504
7025	Hot Bar Container	8	DELI	2016	9	13719.66	1881	2021
153	Grapes Red Organic	2	PRODUCE	2014	6	13713.47	1826	1821
319	Peach Yellow Organic	2	PRODUCE	2013	8	13673.72	3277	3252
133	AVOCADO Hass Organic	2	PRODUCE	2014	3	13668.45	4899	5777
153	Grapes Red Organic	2	PRODUCE	2012	9	13659.27	2395	2401
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2016	1	13648.05	3055	3347
11	BROCCOLI Organic	2	PRODUCE	2011	2	13646.81	4175	4200
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	9	13590.86	3072	3369
11	BROCCOLI Organic	2	PRODUCE	2012	2	13586.52	4619	4635
133	AVOCADO Hass Organic	2	PRODUCE	2013	9	13585.69	4814	5807
99	Wedge Cookie	8	DELI	2014	2	13579.44	4133	5207
735	Yam Organic	2	PRODUCE	2013	11	13552.9	3182	3322
99	WEDGE COOKIE	8	DELI	2011	2	13525.33	4441	5339
99	Wedge Cookie	8	DELI	2016	12	13504.45	3473	4225
133	AVOCADO Hass Organic	2	PRODUCE	2010	1	13474.67	6871	8329
311	Cherry Bing/Red Organic	2	PRODUCE	2012	6	13465.04	1297	1261
153	Grapes Red Organic	2	PRODUCE	2010	8	13447.88	2561	2587
133	AVOCADO Hass Organic	2	PRODUCE	2015	5	13442.77	5173	5995
133	AVOCADO Hass Organic	2	PRODUCE	2013	10	13439.23	4324	5216
99	WEDGE COOKIE	8	DELI	2011	1	13434.95	4403	5363
11	BROCCOLI Organic	2	PRODUCE	2011	5	13434.21	4484	4510
133	AVOCADO Hass Organic	2	PRODUCE	2012	4	13389.31	7016	8258
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	2	13374.91	3162	3444
826	TOMATOES Living Waters Hydro	2	PRODUCE	2015	4	13363.88	3433	3482
99	Wedge Cookie	8	DELI	2013	12	13327.28	4000	4942
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	8	13324.1	3157	3459
735	Yam/Sweet Potato Organic	2	PRODUCE	2016	1	13277.23	2915	3027
111	APPLES Honeycrisp CA/WA Org.	2	PRODUCE	2012	11	13234.27	2408	2467
11	BROCCOLI Organic	2	PRODUCE	2010	10	13184.73	4299	4314
99	Wedge Cookie	8	DELI	2011	12	13183.33	4240	5086
133	AVOCADO Hass Organic	2	PRODUCE	2014	8	13176.45	4321	5199
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	4	13158.88	3094	3385
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2015	7	13141.61	809	933
11	BROCCOLI Organic	2	PRODUCE	2013	6	13141.5	3596	3619
133	AVOCADO Hass Organic	2	PRODUCE	2013	5	13085.82	5892	6861
133	AVOCADO Hass Organic	2	PRODUCE	2014	12	13071.12	4448	5260
133	AVOCADO Hass Organic	2	PRODUCE	2014	5	13066.73	5360	6284
99	WEDGE COOKIE	8	DELI	2010	1	13058.34	4634	5613
133	AVOCADO Hass Organic	2	PRODUCE	2015	2	13033.49	5511	6313
192	ORANGES Tangerine TDE Org.	2	PRODUCE	2013	3	13033.13	2950	2989
153	Grapes Red Organic	2	PRODUCE	2013	8	12971.26	2008	2017
319	Peach Yellow Organic	2	PRODUCE	2012	7	12954.76	3211	3152
311	Cherries Red Organic	2	PRODUCE	2016	6	12947.81	1231	1210
311	Cherries Red Organic	2	PRODUCE	2013	6	12943.03	1200	1174
11	BROCCOLI Organic	2	PRODUCE	2012	11	12871.45	3871	3865
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	12	12817.78	2908	3298
11	BROCCOLI Organic	2	PRODUCE	2013	12	12808.37	3901	3920
99	WEDGE COOKIE	8	DELI	2010	2	12787.88	4505	5436
99	Wedge Cookie	8	DELI	2012	12	12761.39	4076	4715
826	TOMATOES Living Waters Hydro	2	PRODUCE	2010	5	12749.88	3652	3668
347	BROCCOLI Organic	2	PRODUCE	2015	12	12743.94	3157	3189
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	3	12734.4	2957	3278
153	Grapes Red Organic	2	PRODUCE	2015	9	12684.61	2206	2222
51	BANANA Organic	2	PRODUCE	2014	8	12683.37	6233	6399
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	8	12683.29	1056	1162
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	12	12648.3	2785	3101
11	BROCCOLI Organic	2	PRODUCE	2014	6	12618.83	3484	3486
20635200000	Whole Chicken	13	MEAT	2016	1	12585.26	925	1070
11	BROCCOLI Organic	2	PRODUCE	2010	5	12578.25	4217	4222
36	CUCUMBER Organic	2	PRODUCE	2013	3	12482.85	3297	3329
347	BROCCOLI Organic	2	PRODUCE	2014	10	12474.17	3795	3791
99	Wedge Cookie	8	DELI	2016	8	12460.93	3740	4608
133	AVOCADO Hass Organic	2	PRODUCE	2011	5	12456.24	5273	6197
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	10	12442.57	2952	3217
111	APPLES Honeycrisp CA Organic	2	PRODUCE	2010	10	12429.49	2525	2558
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	12	12400.88	2891	3165
111	APPLES Honeycrisp WA O.	2	PRODUCE	2016	3	12384.96	1337	1362
3338320038	O.Strawberries 16oz pkg.	2	PRODUCE	2011	4	12381.33	1911	2050
700	Squash Winter/Pie Pumpkin Org.	2	PRODUCE	2014	10	12380.67	2978	3311
99	Wedge Cookie	8	DELI	2016	7	12374.94	3629	4363
351	Asparagus Organic	2	PRODUCE	2015	3	12368.35	2124	2121
556	ONIONS Yellow Organic	2	PRODUCE	2013	11	12363.56	5101	5251
153	Grapes Red Organic	2	PRODUCE	2012	11	12363.45	1498	1509
133	AVOCADO Hass Organic	2	PRODUCE	2011	3	12338.53	5241	6189
153	Grapes Red Organic	2	PRODUCE	2010	10	12324.56	2381	2385
735	Yam/Sweet Potato Organic	2	PRODUCE	2017	1	12305.21	2600	2717
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	9	12286.78	1057	1178
574	Pepper Bell Red Organic	2	PRODUCE	2014	6	12285.94	3266	3300
11	BROCCOLI Organic	2	PRODUCE	2012	10	12248.5	3942	3919
153	Grapes Red Organic	2	PRODUCE	2012	6	12239.99	1819	1800
133	AVOCADO Hass Organic	2	PRODUCE	2016	10	12218.27	3692	4046
133	AVOCADO Hass Organic	2	PRODUCE	2012	5	12185.16	6100	7168
153	Grapes Red Organic	2	PRODUCE	2010	9	12145.24	2507	2538
347	BROCCOLI Organic	2	PRODUCE	2015	2	12145.1	4125	4138
133	AVOCADO Hass Organic	2	PRODUCE	2012	6	12144.88	5742	6828
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	5	12120.41	1066	1168
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	1	12097.68	2811	3120
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	1	12097.68	2810	3105
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2017	1	12089.17	938	1006
153	Grapes Red Organic	2	PRODUCE	2015	6	12037.12	1979	1993
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	4	12037.04	2860	3131
133	AVOCADO Hass Organic	2	PRODUCE	2015	6	12031.25	4083	4828
311	Cherries Bing/Red Organic	2	PRODUCE	2013	7	11985.8	1068	999
735	Yams Organic	2	PRODUCE	2012	11	11982.17	3077	3192
153	Grapes Red Organic	2	PRODUCE	2014	7	11978.8	1637	1639
99	WEDGE COOKIE	8	DELI	2010	12	11961.61	3777	4673
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2011	5	11928.07	2038	2205
313	Cherry Rainier Organic	2	PRODUCE	2014	7	11894.11	1209	1221
314	Nectarine Yellow Organic	2	PRODUCE	2011	9	11889.45	2664	2683
153	Grapes Red Organic	2	PRODUCE	2015	7	11885.87	1833	1849
133	AVOCADO Hass Organic	2	PRODUCE	2013	3	11885.44	5235	5899
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	3	11881.65	2830	3055
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2011	8	11880.54	2461	2631
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	11	11821.01	2708	3052
130	AVOCADO Hass Big O.	2	PRODUCE	2016	1	11810.42	3602	3919
205	APPLES SweeTango (Whistling)	2	PRODUCE	2015	9	11808.92	2876	2949
153	Grapes Red Organic	2	PRODUCE	2012	10	11807.41	2005	2008
8006	Stock Purchase	15	MISC P/I	2012	1	11760	261	259
320	Peach Colorado Organic	2	PRODUCE	2012	9	11752.88	2429	2441
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2015	5	11700.93	652	753
574	Pepper Bell Red Organic	2	PRODUCE	2010	5	11690.8	2503	2491
351	Asparagus Organic	2	PRODUCE	2010	5	11684.38	1623	1622
192	ORANGES Tangerine TDE Org.	2	PRODUCE	2013	4	11677.14	2259	2299
11	BROCCOLI Organic	2	PRODUCE	2013	9	11640.81	3558	3557
8006	Stock Purchase	15	MISC P/I	2013	4	11620	272	271
319	Peach Yellow Organic	2	PRODUCE	2014	7	11617.31	2421	2417
319	Peach Yellow Organic	2	PRODUCE	2010	8	11607.28	2936	2863
153	Grapes Red Organic	2	PRODUCE	2013	7	11586.56	1767	1763
8006	Stock Purchase	15	MISC P/I	2012	3	11570	276	275
347	BROCCOLI Organic	2	PRODUCE	2015	11	11563.29	3216	3230
81076600001	Eggs O.Large Dozen Larrys	4	REF GROCERY	2010	11	11561.06	3096	3446
153	Grapes Red Organic	2	PRODUCE	2013	9	11552.74	1841	1825
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	6	11529.18	2697	2966
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	7	11517.81	2773	2999
153	Grapes Red Organic	2	PRODUCE	2014	5	11514.46	1341	1328
351	Asparagus Green/Purple Organic	2	PRODUCE	2013	4	11512.68	1637	1640
111	APPLES Honeycrisp CA/WA Org.	2	PRODUCE	2012	10	11512.45	2025	2066
735	Yams Organic	2	PRODUCE	2010	11	11511.95	3130	3264
735	Yam/Sweet Potato Organic	2	PRODUCE	2016	2	11497.48	2658	2756
319	Peach Yellow Organic	2	PRODUCE	2014	6	11492.16	2840	2843
314	Nectarine Yellow Organic	2	PRODUCE	2010	9	11447.63	3284	3315
12	CELERY Organic	2	PRODUCE	2013	1	11440.61	3706	3862
735	Yam Organic	2	PRODUCE	2015	1	11436.81	2582	2666
735	Yam/Sweet Potato Organic	2	PRODUCE	2016	12	11433.5	2181	2286
133	AVOCADO Hass Organic	2	PRODUCE	2013	1	11420.99	5588	6410
218	APPLES Whistling/Partner/Fire	2	PRODUCE	2016	11	11417.84	2642	2776
700	Squash Winter/Pie Pumpkin O.	2	PRODUCE	2012	10	11413.91	3186	3592
735	Yam/Sweet Potato Organic	2	PRODUCE	2015	12	11413.39	2347	2442
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2015	8	11412.07	2523	2703
153	Grapes Red Organic	2	PRODUCE	2016	8	11405.67	1863	1897
11	BROCCOLI Organic	2	PRODUCE	2010	2	11377.73	4342	4381
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	9	11373.79	2752	2936
11	BROCCOLI Organic	2	PRODUCE	2013	7	11371.42	3037	3053
11	BROCCOLI Organic	2	PRODUCE	2014	2	11360.29	3949	3972
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	5	11351.05	2693	2958
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2015	5	11348.43	970	1033
153	Grapes Red Organic	2	PRODUCE	2010	11	11345.4	1941	1978
347	BROCCOLI Organic	2	PRODUCE	2016	4	11334.15	3707	3723
8006	STOCK PURCHASE	15	MISC P/I	2010	8	11320	269	269
192	ORANGES Tangerine TDE Org.	2	PRODUCE	2014	3	11300.07	2366	2409
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	10	11273.79	1038	1136
3338322230	O.Blueberries pkg	2	PRODUCE	2010	6	11269.58	1671	1858
11	BROCCOLI Organic	2	PRODUCE	2010	6	11266.86	3392	3424
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	2	11260.09	2623	2895
3338322230	O.Blueberries pint	2	PRODUCE	2012	6	11249.83	1911	2115
347	BROCCOLI Organic	2	PRODUCE	2017	1	11239.58	3430	3464
826	TOMATOES Living Waters Hydro	2	PRODUCE	2012	5	11238.03	3661	3711
133	AVOCADO Hass Organic	2	PRODUCE	2012	7	11236.17	5573	6505
574	Pepper Bell Red Organic	2	PRODUCE	2013	5	11233.15	3559	3570
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	8	11218.4	2692	2921
11	BROCCOLI Organic	2	PRODUCE	2011	9	11214.66	3627	3596
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2016	2	11214.15	2518	2756
556	ONIONS Yellow Organic	2	PRODUCE	2013	12	11211.99	4557	4690
11	BROCCOLI Organic	2	PRODUCE	2012	5	11205.76	4470	4508
8006	STOCK PURCHASE	15	MISC P/I	2011	4	11190	251	251
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	5	11184.29	2660	2838
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2013	4	11173.15	1655	1792
170	Watermelon Cut/Whole O.	2	PRODUCE	2015	8	11158.07	2530	2680
8006	STOCK PURCHASE	15	MISC P/I	2011	1	11150	281	283
8006	Stock Purchase	15	MISC P/I	2015	9	11140	287	287
826	TOMATOES Living Waters Hydro	2	PRODUCE	2013	8	11137.42	3278	3321
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2014	5	11132.19	979	1076
133	AVOCADO Hass Organic	2	PRODUCE	2012	9	11131.01	5354	6064
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	3	11112.28	2629	2873
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2013	3	11108.31	2756	2882
574	Pepper Bell Red Organic	2	PRODUCE	2012	5	11102.01	3479	3508
133	AVOCADO Hass Organic	2	PRODUCE	2015	7	11087.09	3860	4447
8006	STOCK PURCHASE	15	MISC P/I	2010	1	11070	257	256
556	ONIONS Yellow/Candy O.	2	PRODUCE	2016	1	11036.7	5196	5340
133	AVOCADO Hass Organic	2	PRODUCE	2014	7	11033.37	4257	5194
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	4	11032.59	869	915
11	BROCCOLI Organic	2	PRODUCE	2013	8	11031.72	3017	3040
153	Grapes Red Organic	2	PRODUCE	2010	7	11015.26	2217	2250
130	AVOCADO Hass Big O.	2	PRODUCE	2015	5	11014.66	2700	2946
319	Peach Yellow Organic	2	PRODUCE	2013	7	10993.74	3177	3148
11	BROCCOLI Organic	2	PRODUCE	2010	9	10980.23	3622	3629
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	4	10979.63	2605	2856
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	5	10956.89	2594	2832
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	8	10945.52	2544	2839
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2015	8	10935.91	879	962
8006	Stock Purchase	15	MISC P/I	2014	3	10930	245	244
556	ONIONS Yellow Organic	2	PRODUCE	2013	10	10925.37	4920	5042
133	AVOCADO Hass Organic	2	PRODUCE	2010	5	10918.93	5852	7162
319	Peach Yellow Organic	2	PRODUCE	2012	6	10918.91	3270	3231
351	Asparagus Organic	2	PRODUCE	2016	4	10916.98	1499	1504
153	Grapes Red Organic	2	PRODUCE	2012	7	10915.23	1701	1692
311	Cherry Bing/Red Organic	2	PRODUCE	2010	8	10911.58	1174	1195
130	AVOCADO Hass Big O.	2	PRODUCE	2017	1	10906.53	4030	4386
700	Squash Winter/Pie Pumpkin Org.	2	PRODUCE	2014	11	10891.26	2573	2859
8006	Stock Purchase	15	MISC P/I	2013	3	10870	260	261
368	Cauliflower Non-Local Organic	2	PRODUCE	2015	1	10865.4	1848	1855
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2011	11	10854.56	2527	2815
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2015	7	10850.77	2545	2796
311	Cherries Red Organic	2	PRODUCE	2015	6	10850.58	1006	991
8006	Stock Purchase	15	MISC P/I	2014	9	10850	265	265
826	TOMATOES Living Waters Hydro	2	PRODUCE	2010	6	10844.39	3034	3056
347	BROCCOLI Organic	2	PRODUCE	2015	6	10842.2	2931	2920
826	TOMATOES Living Waters Hydro	2	PRODUCE	2010	7	10831.59	3019	3035
11	BROCCOLI Organic	2	PRODUCE	2011	6	10828.32	3295	3306
351	Asparagus Organic	2	PRODUCE	2011	6	10823.25	1547	1545
153	Grapes Red Organic	2	PRODUCE	2013	10	10814.59	1532	1518
351	Asparagus Organic	2	PRODUCE	2015	6	10812.68	1458	1446
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2014	10	10786.93	920	1003
12	CELERY Organic	2	PRODUCE	2012	11	10766.63	3494	3659
153	Grapes Red Organic	2	PRODUCE	2015	5	10753.52	1354	1356
153	Grapes Red Organic	2	PRODUCE	2016	6	10735.32	1628	1633
153	Grapes Red Organic	2	PRODUCE	2011	11	10720.36	1815	1843
8006	Stock Purchase	15	MISC P/I	2012	5	10720	271	272
319	Peach Yellow Organic	2	PRODUCE	2015	6	10717.56	2824	2823
363	Cucumbers Organic	2	PRODUCE	2015	7	10713.17	3592	3631
133	AVOCADO Hass Organic	2	PRODUCE	2011	4	10708.7	4595	5450
190	ORANGES Mandarin Satsuma Org.	2	PRODUCE	2012	12	10704.94	2638	2652
826	TOMATOES Living Waters Hydro	2	PRODUCE	2015	6	10703.25	2699	2715
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	9	10685.92	958	1013
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	7	10681.83	943	1016
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2014	9	10670.77	755	1048
8006	STOCK PURCHASE	15	MISC P/I	2010	2	10670	255	253
133	AVOCADO Hass Organic	2	PRODUCE	2015	8	10667.25	3589	3959
8006	STOCK PURCHASE	15	MISC P/I	2010	9	10665	257	256
133	AVOCADO Hass Organic	2	PRODUCE	2014	9	10662.21	3245	3679
8006	Stock Purchase	15	MISC P/I	2013	7	10650	246	244
12	CELERY Organic	2	PRODUCE	2013	11	10632.1	3422	3560
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	6	10630.95	2483	2739
8006	Stock Purchase	15	MISC P/I	2015	8	10630	258	256
130	AVOCADO Hass Big O.	2	PRODUCE	2015	10	10630	3339	3584
319	Peach Yellow Organic	2	PRODUCE	2014	5	10625.69	2824	2830
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	9	10623.37	2454	2758
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2014	7	10601.13	998	1082
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2015	7	10568.09	949	1013
81076600001	O.Large Eggs 12ct Larry	4	REF GROCERY	2014	6	10558.94	2556	2739
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2015	7	10558.78	2938	3366
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	12	10544.94	871	978
133	AVOCADO Hass Organic	2	PRODUCE	2014	4	10531.5	4342	5196
3338322230	O.Blueberries pint	2	PRODUCE	2014	7	10527.41	1692	1890
153	Grapes Red Organic	2	PRODUCE	2014	10	10524.47	1603	1613
130	AVOCADO Hass Big Organic	2	PRODUCE	2014	4	10523.41	3217	3725
133	AVOCADO Hass Organic	2	PRODUCE	2010	2	10520.51	5404	6563
20631400000	ChickenBreastSkinlessBoneless	13	MEAT	2012	4	10504.57	926	993
574	Pepper Bell Red Organic	2	PRODUCE	2010	4	10502.31	3037	3062
358	Brussels Sprouts Organic	2	PRODUCE	2015	11	10494.16	1274	1264
8006	Stock Purchase	15	MISC P/I	2013	8	10480	251	251
20631400000	ChickenBreastSkinlessBoneless	13	MEAT	2012	5	10473.42	971	1028
368	Cauliflower Non-Local Organic	2	PRODUCE	2015	5	10461.88	1120	1126
111	APPLES Honeycrisp WA O.	2	PRODUCE	2016	4	10460.33	1054	1083
195	ORANGES Clementine Organic	2	PRODUCE	2012	12	10450.45	2173	2173
36	CUCUMBER Organic	2	PRODUCE	2014	3	10444.28	2920	2940
982	Organic Seedling 4-pack -- GoE	18	FLOWERS	2014	5	10435.1	1110	1177
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2015	6	10431.99	887	953
8006	Stock Purchase	15	MISC P/I	2012	4	10430	260	261
105	APPLES Honeycrisp Hoch Org.	2	PRODUCE	2012	9	10424.62	1855	1885
133	AVOCADO Hass Organic	2	PRODUCE	2012	1	10408.53	5760	6526
347	BROCCOLI Organic	2	PRODUCE	2014	9	10402.18	3135	3135
133	AVOCADO Hass Organic	2	PRODUCE	2010	3	10399.14	5252	6388
8006	Stock Purchase	15	MISC P/I	2016	3	10390	323	321
17511	COFFEE Guatemalan Dark/Peace	3	BULK	2011	7	10377.89	1325	1379
8006	Stock Purchase	15	MISC P/I	2014	4	10375	237	237
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	1	10346.34	829	886
105	APPLES Honeycrisp Hoch O.	2	PRODUCE	2013	10	10346.18	1903	1930
36	CUCUMBER Organic	2	PRODUCE	2013	4	10341	3274	3304
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2011	12	10331.54	2450	2670
347	BROCCOLI Organic	2	PRODUCE	2016	11	10328.16	2715	2734
368	Cauliflower Non-Local Organic	2	PRODUCE	2016	1	10321.78	1179	1216
8006	STOCK PURCHASE	15	MISC P/I	2011	10	10320	247	248
8006	Stock Purchase	15	MISC P/I	2015	3	10320	244	244
8006	Stock Purchase	15	MISC P/I	2012	2	10310	240	238
8006	Stock Purchase	15	MISC P/I	2014	8	10310	231	232
574	Pepper Bell Red Organic	2	PRODUCE	2013	3	10289.1	3263	3284
398	Spinach Bulk Organic	2	PRODUCE	2012	3	10281.37	3268	3281
735	Yam Organic	2	PRODUCE	2014	1	10265.08	2877	2981
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	4	10248.79	945	1027
347	BROCCOLI Organic	2	PRODUCE	2016	5	10243.3	3484	3504
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	1	10240.62	896	986
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2010	2	10234.11	2721	2830
8006	Stock Purchase	15	MISC P/I	2014	5	10225	247	246
574	Pepper Bell Red Organic	2	PRODUCE	2011	1	10224.5	2518	2513
358	Brussels Sprouts Organic	2	PRODUCE	2016	11	10212.37	1187	1180
574	Pepper Bell Red Organic	2	PRODUCE	2013	4	10211.99	3301	3310
574	Pepper Bell Red Organic	2	PRODUCE	2010	3	10210.17	3453	3490
574	Pepper Bell Red Organic	2	PRODUCE	2015	6	10194.22	2730	2756
130	Avocado Hass Big Organic	2	PRODUCE	2010	6	10194.12	3570	4176
20631400000	ChickenBreastSkinlessBoneless	13	MEAT	2012	3	10181.53	972	1039
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	4	10168.57	2405	2621
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2013	7	10153.41	2419	2627
20635200000	Whole Chicken	13	MEAT	2013	1	10129.43	803	880
347	BROCCOLI Organic	2	PRODUCE	2015	8	10124.63	3095	3114
130	Avocado Hass Big Organic	2	PRODUCE	2011	6	10119.48	2350	2647
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	5	10119.3	2387	2610
574	Pepper Bell Red Organic	2	PRODUCE	2012	4	10118.73	3502	3512
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2013	7	10118.65	1886	2040
153	Grapes Red Organic	2	PRODUCE	2014	11	10117.21	1350	1363
17517	COFFEE French Roast/Peace	3	BULK	2011	8	10112.31	1292	1353
556	ONIONS Yellow/Candy Sweet O.	2	PRODUCE	2014	11	10110.96	5481	5703
347	BROCCOLI Organic	2	PRODUCE	2015	10	10110.64	3292	3300
828	TOMATOES Heirloom Local	2	PRODUCE	2012	6	10096.17	2037	2103
133	AVOCADO Hass Organic	2	PRODUCE	2011	10	10082.94	3989	4495
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	5	10073.12	806	902
358	Brussels Sprouts Organic	2	PRODUCE	2014	11	10066.96	1419	1411
574	Pepper Bell Red Organic	2	PRODUCE	2015	4	10061.31	3568	3589
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2012	9	10060.53	899	975
8006	Stock Purchase	15	MISC P/I	2011	12	10060	226	227
347	BROCCOLI Organic	2	PRODUCE	2016	10	10056.47	2670	2681
11	BROCCOLI Organic	2	PRODUCE	2011	8	10048.6	2992	3001
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	3	10032.13	2384	2601
17566	COFFEE Twin Cities Blend/Peace	3	BULK	2011	5	10025.73	1277	1330
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2012	1	10019.1	2646	2726
351	Asparagus Organic	2	PRODUCE	2016	5	10009.94	1092	1090
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2011	4	10006.26	928	1004
574	Pepper Bell Red Organic	2	PRODUCE	2016	3	10000.17	3083	3115
8027	Member Class-C Share Purchase	15	MISC P/I	2015	6	10000	1	1
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2015	1	9998.14	816	875
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2014	8	9988.27	843	904
81076600001	Eggs O.Larrys Large Dozen	4	REF GROCERY	2012	10	9986.65	2328	2588
735	Yams Organic	2	PRODUCE	2011	11	9978.43	3063	3230
133	AVOCADO Hass Organic	2	PRODUCE	2012	8	9967.32	4848	5572
574	Pepper Bell Red Organic	2	PRODUCE	2013	6	9965.1	3296	3329
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2012	2	9964.66	2648	2750
574	Pepper Bell Red Organic	2	PRODUCE	2011	5	9960.67	2668	2689
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	3	9957.95	954	1058
574	Pepper Bell Red Organic	2	PRODUCE	2012	2	9946.46	3126	3144
130	AVOCADO Hass Big O.	2	PRODUCE	2015	12	9939.87	3033	3324
735	Yam Organic	2	PRODUCE	2015	3	9927.47	2168	2248
152	Grapes Green Organic	2	PRODUCE	2012	6	9923.74	1627	1589
351	Asparagus Organic	2	PRODUCE	2016	3	9915.49	1967	1974
20631400000	ChickenBreastSkinlessBoneless	13	MEAT	2012	6	9908.05	909	982
8006	Stock Purchase	15	MISC P/I	2013	1	9905	269	268
195	ORANGES Mandarin Clementine O.	2	PRODUCE	2011	12	9904.29	2451	2445
20633600000	ChickenBreastBoneless/Skinless	13	MEAT	2016	7	9904.23	912	1300
368	Cauliflower Non-Local Organic	2	PRODUCE	2014	1	9902.17	1545	1576
727	TOMATOES Slicer Organic	2	PRODUCE	2015	8	9901.1	2278	2282
826	TOMATOES Living Waters Hydro	2	PRODUCE	2013	4	9898.78	2698	2737
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2013	11	9881.87	828	890
8006	STOCK PURCHASE	15	MISC P/I	2010	10	9870	241	244
20631400000	ChickenBreastBoneless/Skinless	13	MEAT	2016	11	9848.07	817	888
12	CELERY Organic	2	PRODUCE	2012	10	9846.02	3077	3194
