Date	Hour	Sales	Transactions	Items
7/25/2010	10	3910.05	84	1087
7/25/2010	11	6654.85	153	1821
7/25/2010	12	6213.75	161	1760
7/25/2010	13	7133.91	169	2000
7/25/2010	14	5930.52	141	1682
7/25/2010	15	6964.23	156	1964
7/25/2010	16	5131.86	147	1510
7/25/2010	17	6720.4	155	1960
7/25/2010	18	6264.94	160	1814
7/25/2010	19	4642.71	125	1298
7/25/2010	20	4726.05	123	1457
7/25/2010	21	275.83	8	81
7/26/2010	9	1785.88	64	516
7/26/2010	10	2828.52	79	730
7/26/2010	11	3571.41	112	1013
7/26/2010	12	5336.51	157	1555
7/26/2010	13	5798.54	132	1442
7/26/2010	14	5069.19	118	1273
7/26/2010	15	4389.41	121	1260
7/26/2010	16	4540.76	135	1365
7/26/2010	17	6460.24	175	1878
7/26/2010	18	7022.62	178	1952
7/26/2010	19	5236.6	156	1577
7/26/2010	20	4747.65	120	1402
7/26/2010	21	3924.3	107	1172
7/26/2010	22	214.48	6	51
7/27/2010	9	1996.13	62	574
7/27/2010	10	1985.8	73	612
7/27/2010	11	4547.13	118	1200
7/27/2010	12	5320.41	152	1430
7/27/2010	13	4041.05	114	1048
7/27/2010	14	5063.78	118	1219
7/27/2010	15	5944.04	127	1660
7/27/2010	16	4170.27	125	1166
7/27/2010	17	4399.56	131	1215
7/27/2010	18	5813.06	154	1613
7/27/2010	19	4141.69	141	1202
7/27/2010	20	2211.35	78	664
7/27/2010	21	2733.19	76	738
7/27/2010	22	439.88	6	89
7/28/2010	9	2067.57	59	547
7/28/2010	10	2738.79	72	666
7/28/2010	11	3919.45	125	1143
7/28/2010	12	5192.46	152	1457
7/28/2010	13	4958.89	147	1264
7/28/2010	14	4384.4	134	1282
7/28/2010	15	3838.49	103	952
7/28/2010	16	4446.04	139	1293
7/28/2010	17	4402.32	129	1268
7/28/2010	18	4162.57	137	1191
7/28/2010	19	5094.87	138	1372
7/28/2010	20	4137.34	127	1186
7/28/2010	21	3733.28	100	881
7/28/2010	22	78.88	4	23
7/29/2010	8	-21.99	1	-1
7/29/2010	9	2114.39	60	545
7/29/2010	10	3423.44	89	802
7/29/2010	11	3600.82	94	940
7/29/2010	12	4939.95	141	1264
7/29/2010	13	4241.61	120	1119
7/29/2010	14	4459.2	132	1047
7/29/2010	15	4539.59	107	1169
7/29/2010	16	3293.01	96	956
7/29/2010	17	4141.24	124	1111
7/29/2010	18	4479.62	124	1248
7/29/2010	19	5024.64	133	1327
7/29/2010	20	3850.77	111	1093
7/29/2010	21	2416.57	72	706
7/30/2010	9	1378.94	57	385
7/30/2010	10	2744.57	75	746
7/30/2010	11	4582.57	111	1202
7/30/2010	12	5712.97	154	1508
7/30/2010	13	5892.82	140	1527
7/30/2010	14	5936.64	140	1657
7/30/2010	15	6152.53	134	1567
7/30/2010	16	5128.09	154	1418
7/30/2010	17	6109.76	156	1734
7/30/2010	18	4622.94	142	1311
7/30/2010	19	3701.47	108	1091
7/30/2010	20	4152.58	101	1172
7/30/2010	21	2371.82	64	618
7/30/2010	22	48.81	1	19
7/31/2010	9	2883.36	75	778
7/31/2010	10	6589.3	129	1818
7/31/2010	11	6912.27	134	1801
7/31/2010	12	6573.03	134	1858
7/31/2010	13	7525.04	166	1918
7/31/2010	14	5960.57	133	1626
7/31/2010	15	6856.46	164	1922
7/31/2010	16	4249.92	123	1217
7/31/2010	17	6940.03	136	1918
7/31/2010	18	6712.13	151	1907
7/31/2010	19	5118.07	132	1427
7/31/2010	20	3200.12	95	962
7/31/2010	21	125.36	6	46
8/1/2010	8	13.52	1	6
8/1/2010	9	3192.68	79	883
8/1/2010	10	5591.22	139	1526
8/1/2010	11	5751.1	125	1552
8/1/2010	12	5449.95	122	1557
8/1/2010	13	6277.24	148	1753
8/1/2010	14	5487.18	128	1549
8/1/2010	15	5494.05	153	1574
8/1/2010	16	8178.16	176	2249
8/1/2010	17	8025.21	209	2342
8/1/2010	18	5426.2	150	1565
8/1/2010	19	4966.11	135	1481
8/1/2010	20	3593.49	110	1121
8/1/2010	21	449.42	7	81
8/2/2010	8	9.48	2	2
8/2/2010	9	1917.11	59	571
8/2/2010	10	3843.47	90	1036
8/2/2010	11	3828.71	101	938
8/2/2010	12	5328.37	133	1469
8/2/2010	13	4962.07	148	1414
8/2/2010	14	5540.79	135	1506
8/2/2010	15	4709.6	128	1367
8/2/2010	16	5642.78	139	1624
8/2/2010	17	5718.36	170	1680
8/2/2010	18	5969.49	160	1746
8/2/2010	19	6308.77	155	1814
8/2/2010	20	5233.57	130	1444
8/2/2010	21	2538.96	83	762
8/2/2010	22	171.7	1	35
8/3/2010	8	28.92	2	3
8/3/2010	9	2001.87	56	570
8/3/2010	10	2845.6	86	804
8/3/2010	11	5401.24	122	1456
8/3/2010	12	5949.85	130	1513
8/3/2010	13	4281.86	133	1186
8/3/2010	14	5008.16	128	1311
8/3/2010	15	4708.33	114	1348
8/3/2010	16	4797.87	121	1315
8/3/2010	17	4909.91	139	1331
8/3/2010	18	3724.91	134	1128
8/3/2010	19	3319.58	118	923
8/3/2010	20	3763.97	119	1001
8/3/2010	21	3373.64	86	993
8/3/2010	22	20.32	1	9
8/4/2010	8	8.75	3	6
8/4/2010	9	1703.85	66	457
8/4/2010	10	1997.16	63	536
8/4/2010	11	4465.56	99	1187
8/4/2010	12	4227.01	130	1152
8/4/2010	13	4172.48	151	1176
8/4/2010	14	3956.89	118	1037
8/4/2010	15	3697.51	109	943
8/4/2010	16	4850.15	127	1281
8/4/2010	17	3920.26	144	1122
8/4/2010	18	4287.45	131	1266
8/4/2010	19	3981.81	128	1164
8/4/2010	20	4852.96	137	1234
8/4/2010	21	2723.15	82	773
8/4/2010	22	63.58	1	27
8/5/2010	8	12.98	1	1
8/5/2010	9	1769.07	58	446
8/5/2010	10	3185.48	85	877
8/5/2010	11	3893.93	102	1072
8/5/2010	12	4106.4	140	1115
8/5/2010	13	3857.52	122	1092
8/5/2010	14	3930.17	120	1080
8/5/2010	15	3715.37	94	943
8/5/2010	16	5691.19	117	1408
8/5/2010	17	3869.69	127	1022
8/5/2010	18	5492.92	172	1584
8/5/2010	19	4028.99	120	1159
8/5/2010	20	3663.69	108	997
8/5/2010	21	3129.23	88	929
8/5/2010	22	156.31	3	55
8/6/2010	8	10.96	2	4
8/6/2010	9	2139.24	83	606
8/6/2010	10	5041.29	107	1318
8/6/2010	11	4374.81	110	1137
8/6/2010	12	5537.92	142	1429
8/6/2010	13	5317.06	161	1458
8/6/2010	14	4367.31	111	1135
8/6/2010	15	4608.06	131	1332
8/6/2010	16	5839.97	143	1531
8/6/2010	17	6224.27	144	1639
8/6/2010	18	4811.87	141	1254
8/6/2010	19	4071.96	104	1145
8/6/2010	20	3966.66	116	1175
8/6/2010	21	3009.63	82	806
8/6/2010	22	201.39	4	50
8/7/2010	8	3.56	1	1
8/7/2010	9	4444.56	95	1139
8/7/2010	10	6337.16	128	1680
8/7/2010	11	5943.71	118	1609
8/7/2010	12	6125.08	141	1723
8/7/2010	13	7090.58	129	1843
8/7/2010	14	6499.5	161	1761
8/7/2010	15	6740.81	146	1856
8/7/2010	16	5557.29	139	1556
8/7/2010	17	5544.67	147	1497
8/7/2010	18	5192.58	128	1423
8/7/2010	19	4901.61	134	1372
8/7/2010	20	3432.03	108	966
8/7/2010	21	166.88	7	64
8/8/2010	8	28.71	2	7
8/8/2010	9	3373.41	82	982
8/8/2010	10	4400.75	103	1189
8/8/2010	11	6553.12	148	1766
8/8/2010	12	6603.8	162	1869
8/8/2010	13	6438.69	135	1711
8/8/2010	14	4786.69	126	1359
8/8/2010	15	6344.74	145	1771
8/8/2010	16	6234.98	137	1811
8/8/2010	17	7190.83	183	2086
8/8/2010	18	6099.29	141	1659
8/8/2010	19	5854.7	145	1747
8/8/2010	20	4188.28	110	1218
8/8/2010	21	135.44	5	18
8/9/2010	9	1987.63	68	579
8/9/2010	10	4072	106	993
8/9/2010	11	4379.39	128	1239
8/9/2010	12	4523.47	154	1268
8/9/2010	13	4007.56	115	1167
8/9/2010	14	3712.84	100	935
8/9/2010	15	4506.62	117	1287
8/9/2010	16	5959.21	142	1675
8/9/2010	17	5316.51	138	1481
8/9/2010	18	5848.27	141	1692
8/9/2010	19	6519.61	170	1888
8/9/2010	20	3904.49	123	1211
8/9/2010	21	3496.31	112	1047
8/9/2010	22	58.99	1	16
8/10/2010	8	21.08	2	6
8/10/2010	9	2051.87	58	538
8/10/2010	10	3022.53	60	741
8/10/2010	11	4453.65	117	1143
8/10/2010	12	4852.98	124	1197
8/10/2010	13	5795.17	136	1528
8/10/2010	14	3950.08	112	1149
8/10/2010	15	3877.71	111	1002
8/10/2010	16	4771.5	129	1274
8/10/2010	17	4352.85	134	1204
8/10/2010	18	4900.03	146	1387
8/10/2010	19	4281.32	141	1250
8/10/2010	20	3124.79	110	963
8/10/2010	21	2589.65	62	735
8/10/2010	22	107.72	1	37
8/11/2010	8	5.06	1	2
8/11/2010	9	1686.69	55	443
8/11/2010	10	3639.29	87	879
8/11/2010	11	3449.68	95	889
8/11/2010	12	4732.31	149	1306
8/11/2010	13	3643.79	115	905
8/11/2010	14	3846.26	110	1115
8/11/2010	15	4744.59	108	1113
8/11/2010	16	4127.71	119	1217
8/11/2010	17	4775.93	150	1372
8/11/2010	18	4892.51	138	1393
8/11/2010	19	5646.8	175	1619
8/11/2010	20	3866	135	1150
8/11/2010	21	3969.85	113	1144
8/11/2010	22	67.49	4	24
8/12/2010	8	10.99	1	1
8/12/2010	9	2040.36	58	571
8/12/2010	10	3509.84	75	886
8/12/2010	11	3976.52	116	1083
8/12/2010	12	3404.74	114	939
8/12/2010	13	4071.31	108	1110
8/12/2010	14	4331.68	102	1134
8/12/2010	15	3943.05	112	1054
8/12/2010	16	4485.79	107	1130
8/12/2010	17	4730.75	126	1287
8/12/2010	18	5608.46	143	1525
8/12/2010	19	4139.89	122	1138
8/12/2010	20	4057.96	126	1219
8/12/2010	21	1861.95	55	537
8/12/2010	22	243.66	1	24
8/13/2010	9	2570.87	90	712
8/13/2010	10	3598.9	88	952
8/13/2010	11	4547.64	121	1203
8/13/2010	12	6080.42	136	1555
8/13/2010	13	5279.63	126	1374
8/13/2010	14	5031.97	132	1374
8/13/2010	15	4934.92	121	1277
8/13/2010	16	4164.75	113	1129
8/13/2010	17	6710.55	166	1957
8/13/2010	18	4254.34	119	1169
8/13/2010	19	4244.47	137	1203
8/13/2010	20	5293.04	109	1416
8/13/2010	21	2174.21	72	570
8/13/2010	22	18.91	1	1
8/14/2010	9	3581.65	99	991
8/14/2010	10	5887.82	132	1633
8/14/2010	11	5803.29	145	1572
8/14/2010	12	5953.61	154	1650
8/14/2010	13	8030.12	169	2138
8/14/2010	14	7223.1	142	1752
8/14/2010	15	6115.45	151	1692
8/14/2010	16	5511.28	139	1545
8/14/2010	17	6959.89	168	1871
8/14/2010	18	5037.08	149	1500
8/14/2010	19	4757.04	110	1314
8/14/2010	20	3281.06	90	829
8/14/2010	21	173.12	7	39
8/15/2010	9	1993.73	63	546
8/15/2010	10	6356.11	140	1749
8/15/2010	11	6065.69	149	1702
8/15/2010	12	6805.61	145	1815
8/15/2010	13	7570.53	160	2114
8/15/2010	14	7719.41	167	1978
8/15/2010	15	6964	158	2024
8/15/2010	16	7640.53	167	2092
8/15/2010	17	6960.15	151	1997
8/15/2010	18	6785.68	178	1942
8/15/2010	19	4000.16	119	1215
8/15/2010	20	4226.16	135	1343
8/15/2010	21	694.65	13	171
8/16/2010	8	44.09	2	5
8/16/2010	9	1978.04	51	507
8/16/2010	10	2838.26	64	800
8/16/2010	11	3430.41	98	995
8/16/2010	12	4770.62	145	1238
8/16/2010	13	4289.29	126	1169
8/16/2010	14	3786.17	114	1031
8/16/2010	15	5556.39	132	1517
8/16/2010	16	5936.99	147	1666
8/16/2010	17	6176.18	169	1816
8/16/2010	18	4626.52	150	1347
8/16/2010	19	4342.48	148	1331
8/16/2010	20	5332.8	147	1590
8/16/2010	21	4132.23	107	1190
8/16/2010	22	152.02	4	63
8/17/2010	8	5.07	2	4
8/17/2010	9	2434.44	72	645
8/17/2010	10	3746.58	93	959
8/17/2010	11	3382.02	84	916
8/17/2010	12	4698.12	137	1233
8/17/2010	13	3523.47	124	972
8/17/2010	14	3439.24	101	914
8/17/2010	15	3838.06	116	1094
8/17/2010	16	5403.4	145	1492
8/17/2010	17	5007.95	148	1404
8/17/2010	18	5392.45	149	1426
8/17/2010	19	5132.19	149	1434
8/17/2010	20	4363.87	124	1302
8/17/2010	21	2922.15	93	816
8/17/2010	22	594.59	3	95
8/18/2010	9	1322.77	67	384
8/18/2010	10	3106.56	93	824
8/18/2010	11	4419.09	110	1156
8/18/2010	12	4725.99	139	1332
8/18/2010	13	3717.94	132	1142
8/18/2010	14	4457.28	123	1254
8/18/2010	15	3432.1	111	999
8/18/2010	16	4032.99	112	1147
8/18/2010	17	4693.31	145	1324
8/18/2010	18	4846.44	155	1291
8/18/2010	19	5123.85	143	1514
8/18/2010	20	4799.7	108	1317
8/18/2010	21	3712.56	100	1057
8/18/2010	22	34.71	2	11
8/19/2010	9	2203.72	77	579
8/19/2010	10	2997.29	87	789
8/19/2010	11	4453.63	123	1211
8/19/2010	12	4219.64	129	1228
8/19/2010	13	3715.12	100	914
8/19/2010	14	4519.4	121	1243
8/19/2010	15	4166.2	112	1085
8/19/2010	16	4186.62	109	1174
8/19/2010	17	5354.86	143	1398
8/19/2010	18	4117.42	129	1165
8/19/2010	19	4602.45	127	1263
8/19/2010	20	4286.43	136	1256
8/19/2010	21	2932.21	93	825
8/19/2010	22	16.89	2	6
8/20/2010	8	30.05	2	8
8/20/2010	9	2262.61	67	583
8/20/2010	10	3609.98	91	1000
8/20/2010	11	4998.7	132	1298
8/20/2010	12	5710.7	140	1523
8/20/2010	13	4631.69	128	1301
8/20/2010	14	5171.61	116	1321
8/20/2010	15	5972.92	126	1491
8/20/2010	16	5545.34	127	1511
8/20/2010	17	5987.17	150	1741
8/20/2010	18	4218.06	136	1157
8/20/2010	19	4447.25	134	1298
8/20/2010	20	3319.76	98	894
8/20/2010	21	2560.63	67	680
8/20/2010	22	7.82	2	6
8/21/2010	9	4374.38	97	1041
8/21/2010	10	5034.5	131	1445
8/21/2010	11	5926.66	116	1531
8/21/2010	12	8847.2	172	2347
8/21/2010	13	5845.38	123	1508
8/21/2010	14	5859.01	149	1655
8/21/2010	15	6703.28	160	1792
8/21/2010	16	6489.92	143	1705
8/21/2010	17	5340.62	147	1545
8/21/2010	18	3390.12	101	888
8/21/2010	19	4367.5	113	1173
8/21/2010	20	4150.48	114	1158
8/21/2010	21	346.45	6	73
8/22/2010	8	17.1	1	4
8/22/2010	9	3783.39	92	1047
8/22/2010	10	5876.53	130	1656
8/22/2010	11	5426.04	127	1565
8/22/2010	12	7627.99	165	2162
8/22/2010	13	6365.49	162	1714
8/22/2010	14	6511.21	141	1763
8/22/2010	15	6341.4	151	1843
8/22/2010	16	7364.27	158	1915
8/22/2010	17	7345.09	176	1997
8/22/2010	18	5607.25	136	1615
8/22/2010	19	5155.21	134	1477
8/22/2010	20	5687.7	152	1693
8/22/2010	21	335.11	13	106
8/23/2010	8	26.52	4	11
8/23/2010	9	2459.26	73	617
8/23/2010	10	3219.85	87	793
8/23/2010	11	3760.04	103	1151
8/23/2010	12	5910.2	160	1588
8/23/2010	13	5595.98	149	1495
8/23/2010	14	4860.04	117	1261
8/23/2010	15	5218.87	132	1376
8/23/2010	16	4253.81	115	1268
8/23/2010	17	5062.42	160	1466
8/23/2010	18	6069.46	186	1848
8/23/2010	19	5660.8	142	1731
8/23/2010	20	4886.1	145	1442
8/23/2010	21	3398.63	101	1013
8/23/2010	22	7.67	2	4
8/24/2010	9	1633.67	57	438
8/24/2010	10	2417.43	75	742
8/24/2010	11	4318.27	106	1145
8/24/2010	12	4245.64	133	1260
8/24/2010	13	4106.41	129	1010
8/24/2010	14	6405.74	142	1730
8/24/2010	15	4398.05	129	1206
8/24/2010	16	4692.43	113	1285
8/24/2010	17	3697.18	120	1042
8/24/2010	18	4525.22	149	1242
8/24/2010	19	4017.51	130	1198
8/24/2010	20	3412.47	112	971
8/24/2010	21	3084.37	91	856
8/25/2010	9	1165.96	56	340
8/25/2010	10	2752.37	77	712
8/25/2010	11	4630.84	111	1210
8/25/2010	12	4162.49	134	1250
8/25/2010	13	3664.86	133	995
8/25/2010	14	5404.73	126	1366
8/25/2010	15	4047.5	118	1048
8/25/2010	16	3675.34	122	1049
8/25/2010	17	5365.13	157	1437
8/25/2010	18	4932.57	159	1405
8/25/2010	19	4171.09	131	1128
8/25/2010	20	3978.67	111	1085
8/25/2010	21	3211.09	90	910
8/26/2010	9	1645.06	52	455
8/26/2010	10	2271.72	72	613
8/26/2010	11	3023.22	86	724
8/26/2010	12	3919.61	110	1052
8/26/2010	13	4911.73	144	1338
8/26/2010	14	4065.54	112	1076
8/26/2010	15	4556.35	101	1224
8/26/2010	16	3506.45	100	977
8/26/2010	17	3943.29	112	1065
8/26/2010	18	4036.83	135	1151
8/26/2010	19	4594.11	131	1301
8/26/2010	20	5175.73	140	1511
8/26/2010	21	3310.74	93	943
8/26/2010	22	203.82	4	46
8/27/2010	8	8.28	2	2
8/27/2010	9	1695.11	56	497
8/27/2010	10	3328.94	88	959
8/27/2010	11	4451.95	118	1141
8/27/2010	12	7042.33	161	1913
8/27/2010	13	4664.4	131	1140
8/27/2010	14	5901.49	139	1500
8/27/2010	15	3891.4	119	1039
8/27/2010	16	4505.88	126	1247
8/27/2010	17	5283.42	137	1495
8/27/2010	18	4450.11	135	1257
8/27/2010	19	4610.62	132	1244
8/27/2010	20	4326.45	115	1183
8/27/2010	21	2303.13	62	635
8/27/2010	22	14.94	4	6
8/28/2010	8	9.97	2	3
8/28/2010	9	5119.02	128	1315
8/28/2010	10	5507.42	141	1478
8/28/2010	11	7051.57	144	1945
8/28/2010	12	8513.31	159	2193
8/28/2010	13	7680.31	167	2051
8/28/2010	14	6031.31	136	1672
8/28/2010	15	7678.59	157	2030
8/28/2010	16	5130.49	150	1315
8/28/2010	17	7108.96	162	2067
8/28/2010	18	5466.47	147	1541
8/28/2010	19	3846.78	110	1087
8/28/2010	20	3391.78	84	923
8/28/2010	21	151.99	6	56
8/29/2010	8	57.91	1	5
8/29/2010	9	3634.79	80	1000
8/29/2010	10	4445.24	125	1355
8/29/2010	11	6945.46	160	1911
8/29/2010	12	7126.13	173	2024
8/29/2010	13	7867.47	163	2121
8/29/2010	14	5963.44	147	1718
8/29/2010	15	7295.33	152	2124
8/29/2010	16	7679.17	164	2182
8/29/2010	17	7886.59	168	2270
8/29/2010	18	6513.29	146	1805
8/29/2010	19	4786.57	148	1387
8/29/2010	20	6196.45	127	1789
8/29/2010	21	435.77	8	106
8/30/2010	9	1664.32	57	469
8/30/2010	10	3566.16	80	918
8/30/2010	11	4611.18	116	1294
8/30/2010	12	6119.41	133	1592
8/30/2010	13	5020.01	154	1378
8/30/2010	14	4205.8	114	1228
8/30/2010	15	4057.94	124	1059
8/30/2010	16	3910.08	115	1145
8/30/2010	17	5933.15	137	1694
8/30/2010	18	5559.78	164	1581
8/30/2010	19	5578.14	138	1657
8/30/2010	20	6212.41	164	1719
8/30/2010	21	3262.79	92	1074
8/30/2010	22	8.98	1	2
8/31/2010	9	2401.02	69	675
8/31/2010	10	2685.44	70	771
8/31/2010	11	4458.66	121	1250
8/31/2010	12	4774.78	128	1391
8/31/2010	13	4759.61	125	1324
8/31/2010	14	4783.44	117	1266
8/31/2010	15	4361.12	111	1152
8/31/2010	16	5681.96	152	1641
8/31/2010	17	4926.68	155	1434
8/31/2010	18	4809.17	151	1423
8/31/2010	19	4990.3	139	1409
8/31/2010	20	5013.57	136	1390
8/31/2010	21	3664.96	104	981
8/31/2010	22	35.71	2	10
9/1/2010	9	1841.33	70	535
9/1/2010	10	3933.64	79	1031
9/1/2010	11	3561.33	119	999
9/1/2010	12	4287.19	123	1152
9/1/2010	13	5131.05	140	1350
9/1/2010	14	4813.44	125	1209
9/1/2010	15	4090.12	98	1044
9/1/2010	16	4217.92	122	1172
9/1/2010	17	5287.91	142	1477
9/1/2010	18	5511.08	168	1607
9/1/2010	19	5568.8	154	1708
9/1/2010	20	4186.14	118	1130
9/1/2010	21	3286.58	81	979
9/1/2010	22	2.66	1	1
9/2/2010	8	7.31	1	3
9/2/2010	9	2067	67	569
9/2/2010	10	3146.75	80	778
9/2/2010	11	3383.16	99	906
9/2/2010	12	4221.73	139	1128
9/2/2010	13	4412.03	132	1281
9/2/2010	14	4436.84	107	1116
9/2/2010	15	5511.09	127	1533
9/2/2010	16	5128.45	125	1343
9/2/2010	17	4571.35	134	1269
9/2/2010	18	4817.95	134	1280
9/2/2010	19	3739.95	98	1103
9/2/2010	20	5085.43	142	1427
9/2/2010	21	3118.47	89	934
9/2/2010	22	98.68	3	25
9/3/2010	9	2019.96	68	496
9/3/2010	10	4947.95	78	1340
9/3/2010	11	5518.05	125	1400
9/3/2010	12	5962.01	158	1589
9/3/2010	13	6359.59	143	1692
9/3/2010	14	5781.75	130	1479
9/3/2010	15	5689.88	129	1435
9/3/2010	16	6492.71	167	1771
9/3/2010	17	7365.5	185	1887
9/3/2010	18	6297.02	149	1688
9/3/2010	19	4881.88	137	1312
9/3/2010	20	3781.41	106	1084
9/3/2010	21	2075.87	59	579
9/3/2010	22	49.05	2	22
9/4/2010	8	3.49	1	1
9/4/2010	9	3800.06	90	1012
9/4/2010	10	6472.41	118	1679
9/4/2010	11	7166.26	138	1914
9/4/2010	12	7652.21	172	1985
9/4/2010	13	7659.22	164	2022
9/4/2010	14	5971.72	144	1690
9/4/2010	15	7130.25	154	1873
9/4/2010	16	6978.81	144	1871
9/4/2010	17	6560.18	141	1693
9/4/2010	18	5052.12	127	1364
9/4/2010	19	4748.72	142	1309
9/4/2010	20	4502.89	93	1244
9/4/2010	21	156.83	5	43
9/5/2010	8	29.22	2	12
9/5/2010	9	3486.16	78	908
9/5/2010	10	4800.83	115	1257
9/5/2010	11	7371.37	152	1958
9/5/2010	12	6995.92	132	1809
9/5/2010	13	5286.86	126	1410
9/5/2010	14	6589.61	135	1816
9/5/2010	15	6140.25	134	1697
9/5/2010	16	6243.56	144	1753
9/5/2010	17	5819.77	160	1597
9/5/2010	18	6605.05	157	1826
9/5/2010	19	4033.69	102	1167
9/5/2010	20	3508.93	101	942
9/6/2010	8	3.49	1	1
9/6/2010	9	1885.59	60	539
9/6/2010	10	3528.52	82	1028
9/6/2010	11	5212.57	123	1515
9/6/2010	12	7346.59	153	1957
9/6/2010	13	5466.48	139	1529
9/6/2010	14	6775.82	160	1920
9/6/2010	15	6782.15	155	1833
9/6/2010	16	8994.47	176	2464
9/6/2010	17	7780.95	173	2203
9/6/2010	18	7379.23	157	2164
9/6/2010	19	2701.37	85	804
9/6/2010	20	3109.78	71	912
9/6/2010	21	321.15	19	114
9/7/2010	9	2806.2	72	715
9/7/2010	10	4219.14	94	1108
9/7/2010	11	5396.74	125	1515
9/7/2010	12	5532.28	143	1520
9/7/2010	13	5870.34	145	1507
9/7/2010	14	4592.48	124	1220
9/7/2010	15	5616.73	135	1499
9/7/2010	16	5575	134	1375
9/7/2010	17	6145.9	176	1771
9/7/2010	18	5637.67	175	1592
9/7/2010	19	6579.06	170	1859
9/7/2010	20	3673.6	111	1040
9/7/2010	21	3370.6	100	992
9/7/2010	22	34.13	4	17
9/8/2010	8	15.86	1	3
9/8/2010	9	1500.33	64	454
9/8/2010	10	3453.96	78	798
9/8/2010	11	4940.51	116	1248
9/8/2010	12	4527.27	125	1244
9/8/2010	13	5129.73	146	1384
9/8/2010	14	4057.11	120	1104
9/8/2010	15	6676.88	137	1702
9/8/2010	16	4823.18	133	1327
9/8/2010	17	5689.02	149	1602
9/8/2010	18	4679.45	145	1220
9/8/2010	19	5561.85	147	1656
9/8/2010	20	3719.21	110	1077
9/8/2010	21	2556.81	75	743
9/8/2010	22	38.46	3	20
9/9/2010	8	3.98	1	2
9/9/2010	9	1876.37	56	484
9/9/2010	10	2791.18	80	735
9/9/2010	11	3825.1	103	1032
9/9/2010	12	5289.75	139	1385
9/9/2010	13	5536.12	139	1509
9/9/2010	14	4924.12	114	1291
9/9/2010	15	4963.88	127	1215
9/9/2010	16	4438.17	132	1224
9/9/2010	17	5848.73	145	1403
9/9/2010	18	5476.41	159	1521
9/9/2010	19	4415.8	146	1271
9/9/2010	20	4259.92	115	1052
9/9/2010	21	2333.73	82	672
9/9/2010	22	15.13	1	7
9/10/2010	8	-3.39	2	-1
9/10/2010	9	2385.04	68	688
9/10/2010	10	2340.87	62	609
9/10/2010	11	3972.58	109	1012
9/10/2010	12	4826.6	125	1275
9/10/2010	13	5812.96	144	1580
9/10/2010	14	4658.29	135	1289
9/10/2010	15	4674.74	128	1255
9/10/2010	16	5617.07	131	1567
9/10/2010	17	5016.58	144	1402
9/10/2010	18	4867.98	133	1402
9/10/2010	19	4232.64	103	1166
9/10/2010	20	4005.91	110	1103
9/10/2010	21	2468.91	70	717
9/10/2010	22	238.47	2	30
9/11/2010	8	8.86	2	4
9/11/2010	9	4171.2	104	1093
9/11/2010	10	4808.04	106	1238
9/11/2010	11	7810.97	149	2038
9/11/2010	12	7922.06	153	1970
9/11/2010	13	8331.51	179	2139
9/11/2010	14	7081.07	153	1981
9/11/2010	15	5798.09	133	1599
9/11/2010	16	8328.38	152	2125
9/11/2010	17	6833.3	174	1869
9/11/2010	18	5942.37	138	1695
9/11/2010	19	4536.5	119	1197
9/11/2010	20	3784.5	89	1043
9/11/2010	21	376.57	7	69
9/12/2010	8	8.25	2	4
9/12/2010	9	4003.66	82	1034
9/12/2010	10	6728.33	142	1816
9/12/2010	11	7325.79	160	2025
9/12/2010	12	7814.31	178	2135
9/12/2010	13	7253.22	146	1926
9/12/2010	14	6920.96	147	1782
9/12/2010	15	7633.18	169	2144
9/12/2010	16	8375.09	185	2341
9/12/2010	17	7044.26	171	2027
9/12/2010	18	8851.97	180	2382
9/12/2010	19	5880.4	143	1755
9/12/2010	20	5356.97	122	1476
9/12/2010	21	45.94	2	13
9/13/2010	8	16.1	2	3
9/13/2010	9	2537.55	72	632
9/13/2010	10	4749.9	95	1256
9/13/2010	11	4634.96	110	1253
9/13/2010	12	5824.99	139	1516
9/13/2010	13	4717.01	125	1274
9/13/2010	14	4811.09	117	1184
9/13/2010	15	3786.93	101	1046
9/13/2010	16	6150.56	145	1723
9/13/2010	17	5705.11	163	1640
9/13/2010	18	8207.55	193	2317
9/13/2010	19	4488.15	147	1357
9/13/2010	20	4256.48	120	1178
9/13/2010	21	3100.99	94	922
9/13/2010	22	1.97	1	1
9/14/2010	8	25.64	3	6
9/14/2010	9	1206.87	49	329
9/14/2010	10	3910.95	103	1001
9/14/2010	11	3867.84	94	1014
9/14/2010	12	4810.71	151	1280
9/14/2010	13	4462.18	123	1157
9/14/2010	14	5266.32	133	1480
9/14/2010	15	4520.69	125	1205
9/14/2010	16	4083.62	127	1233
9/14/2010	17	4504.64	144	1276
9/14/2010	18	4748.91	140	1304
9/14/2010	19	5501.01	143	1460
9/14/2010	20	3864.99	110	1108
9/14/2010	21	2855.69	76	745
9/15/2010	8	9.75	1	4
9/15/2010	9	1860.56	66	471
9/15/2010	10	3922.27	89	960
9/15/2010	11	4533.12	97	1272
9/15/2010	12	4895.73	126	1386
9/15/2010	13	5105.57	119	1301
9/15/2010	14	4757.64	139	1344
9/15/2010	15	5384.37	129	1423
9/15/2010	16	6053.37	141	1511
9/15/2010	17	5867.96	146	1512
9/15/2010	18	6633.46	178	1944
9/15/2010	19	3206.56	101	928
9/15/2010	20	3424.36	85	969
9/15/2010	21	2712.59	70	693
