Owner	Year	Month	Sales	Transactions	Items
3	2010	12	457.3899999	20737	220366
3	2010	11	452.2400002	23545	243879
3	2010	10	780.5700002	26300	265692
3	2010	9	446.1300002	26004	260493
3	2010	8	73341	28096	259856
3	2010	7	548909.72	26787	157189
3	2010	6	545874.09	26116	155235
3	2010	5	588370.29	27744	165690
3	2010	4	573217.19	26604	162993
3	2010	3	573829.67	26128	166161
3	2010	2	498591.34	21475	141665
3	2010	1	516402.33	22145	146471
3	2011	12	459.3499999	24821	252116
3	2011	11	430.1999998	25567	260573
3	2011	10	834.6900001	27627	277061
3	2011	9	490.02	27190	270534
3	2011	8	441.3599999	27701	270603
3	2011	7	390.4599999	27423	268834
3	2011	6	310.2699999	26530	261648
3	2011	5	697.03	27691	277842
3	2011	4	442.4899999	26557	272819
3	2011	3	474.4300002	25389	267287
3	2011	2	433.3800001	21202	227476
3	2011	1	602.7000001	21992	240331
3	2012	12	435.1600001	23085	232210
3	2012	11	472.3800001	24582	247717
3	2012	10	912.4400001	26180	259219
3	2012	9	552.6199999	27048	267779
3	2012	8	451.31	28409	274565
3	2012	7	395.5499999	27974	269553
3	2012	6	378.65	28347	275364
3	2012	5	454.27	29176	290154
3	2012	4	458.66	28452	291723
3	2012	3	507.8199998	28539	292539
3	2012	2	583.11	25127	262966
3	2012	1	602.9300002	25332	267892
3	2013	12	538.12	20450	210677
3	2013	11	35899.7	23376	225568
3	2013	10	829.3499999	25415	248878
3	2013	9	-253.5999999	26568	260057
3	2013	8	-663.99	28505	270626
3	2013	7	547.1	28222	270825
3	2013	6	544.1499999	26396	257725
3	2013	5	501.97	28097	274257
3	2013	4	684.99	26800	271128
3	2013	3	539.5900002	26479	273890
3	2013	2	468.64	21922	228386
3	2013	1	618.9300002	24277	253950
3	2014	12	511061.55	21301	124975
3	2014	11	522307.09	21729	131072
3	2014	10	543032.09	24825	139585
3	2014	9	554987.14	26173	144617
3	2014	8	552330.55	26846	146454
3	2014	7	563934.54	26745	147364
3	2014	6	552273.96	26503	143621
3	2014	5	590690.11	27604	152572
3	2014	4	551915.45	24820	145814
3	2014	3	579404.09	24433	153713
3	2014	2	490578.03	19743	128508
3	2014	1	422870.85	21091	152993
3	2015	12	464193.67	23711	115281
3	2015	11	511924.29	26300	128840
3	2015	10	537632.47	29162	139709
3	2015	9	552201.03	30561	145207
3	2015	8	586593.63	32297	153901
3	2015	7	578963.38	32232	150556
3	2015	6	585067.45	31989	151052
3	2015	5	613051.37	31829	156823
3	2015	4	604566.53	31003	155559
3	2015	3	604158.62	30054	155349
3	2015	2	527596.05	24596	134262
3	2015	1	533923.86	23135	136876
3	2016	12	454754.22	23253	113465
3	2016	11	462141.38	26040	117444
3	2016	10	455231.24	26684	117685
3	2016	9	430248.63	25856	112770
3	2016	8	428280.92	26741	114666
3	2016	7	429738.99	26536	114856
3	2016	6	424732.43	26338	111891
3	2016	5	453473.74	27591	120710
3	2016	4	462824.45	27056	121603
3	2016	3	488626.71	27101	126716
3	2016	2	440863.04	22831	112569
3	2016	1	487648.51	24133	124643
3	2017	1	479294.02	25365	125015
10000	2010	12	0	1	10
10000	2010	11	1.12	2	28
10000	2010	10	0	4	37
10000	2011	12	9.77E-15	3	22
10000	2011	11	1.78E-15	2	17
10000	2011	10	7.11E-15	1	14
10000	2011	7	-2.22E-16	1	5
10000	2011	3	-4.88E-15	1	7
10000	2011	2	0	1	8
10000	2011	1	0.07	4	39
10000	2012	12	7.11E-15	2	29
10000	2012	11	0	2	21
10000	2012	10	0.27	2	21
10000	2012	9	8.88E-16	2	23
10000	2012	8	0.41	6	68
10000	2012	7	0.6	5	38
10000	2012	6	-8.88E-16	2	20
10000	2012	5	3.55E-15	3	29
10000	2012	4	1.78E-15	2	13
10000	2012	3	0	3	18
10000	2012	2	-2.13E-14	2	29
10000	2012	1	0.33	3	18
10000	2013	12	1.42E-14	3	58
10000	2013	11	0.65	3	48
10000	2013	10	0.35	1	23
10000	2013	7	7.11E-15	2	28
10000	2013	6	1.83	3	70
10000	2013	5	0.16	4	67
10000	2013	4	1.01	4	51
10000	2013	3	7.11E-15	4	39
10000	2013	2	0.81	3	53
10000	2013	1	1.2	4	46
10000	2014	12	48.77	2	21
10000	2014	11	215	4	57
10000	2014	10	114.63	2	40
10000	2014	9	137.37	3	38
10000	2014	8	154.09	4	29
10000	2014	7	162.98	3	54
10000	2014	6	160.07	3	53
10000	2014	5	148.36	3	48
10000	2014	4	202.14	4	69
10000	2014	3	118.76	3	33
10000	2014	2	123.47	2	42
10000	2014	1	35.11	1	19
10000	2015	12	218.85	4	63
10000	2015	11	220.49	4	51
10000	2015	10	194.48	3	61
10000	2015	9	136.95	3	53
10000	2015	8	209.71	2	54
10000	2015	7	184.79	3	62
10000	2015	6	64.18	1	17
10000	2015	5	67.75	1	26
10000	2015	4	124.68	4	48
10000	2015	3	72.93	3	21
10000	2015	2	123.47	3	44
10000	2015	1	23.86	1	11
10000	2016	12	130.84	2	31
10000	2016	11	79.77	1	25
10000	2016	10	55.26	1	15
10000	2016	8	177.54	3	30
10000	2016	7	33.09	2	19
10000	2016	5	150.56	1	30
10000	2016	3	166.58	3	60
10000	2016	2	157.32	2	47
10000	2016	1	244.52	5	69
10000	2017	1	81.64	2	26
10001	2010	12	2	5	53
10001	2010	11	1	4	96
10001	2010	10	0.1	3	60
10001	2010	9	5.15	5	105
10001	2010	8	79.63	3	52
10001	2010	7	242.09	4	76
10001	2010	6	169.23	4	61
10001	2010	5	435.5	7	152
10001	2010	4	284.4	6	100
10001	2010	3	267.36	3	86
10001	2010	2	58.03	1	21
10001	2010	1	252.92	5	96
10001	2011	12	0.51	7	129
10001	2011	11	0.75	2	56
10001	2011	10	4.79	6	141
10001	2011	9	5.7	6	126
10001	2011	8	0.42	4	93
10001	2011	7	6.61	9	172
10001	2011	6	1.18	3	65
10001	2011	5	1.92	6	140
10001	2011	4	2.49	7	180
10001	2011	3	2.7	6	111
10001	2011	2	8.24	7	186
10001	2011	1	0.83	3	92
10001	2012	12	0.5	4	77
10001	2012	11	1.25	5	132
10001	2012	10	4.72	6	98
10001	2012	9	0.69	7	115
10001	2012	8	1.46	6	104
10001	2012	7	1.08	4	110
10001	2012	6	-2.13E-14	3	83
10001	2012	5	0.64	4	126
10001	2012	4	0.85	6	134
10001	2012	3	1.26	4	104
10001	2012	2	0.43	4	81
10001	2012	1	4.56	6	111
10001	2013	12	2.24	4	121
10001	2013	11	0.99	5	124
10001	2013	10	1.59	6	123
10001	2013	9	0.26	6	130
10001	2013	8	1.13	5	113
10001	2013	7	0.3	5	154
10001	2013	6	1.4	4	108
10001	2013	5	6.59	9	214
10001	2013	4	1.84	6	97
10001	2013	3	0.78	5	127
10001	2013	2	0.31	6	97
10001	2013	1	0.62	7	118
10001	2014	12	592.5	10	153
10001	2014	11	513.24	7	139
10001	2014	10	432.18	8	128
10001	2014	9	558.04	9	164
10001	2014	8	350.18	4	99
10001	2014	7	211.74	4	67
10001	2014	6	351.16	4	106
10001	2014	5	38.99	2	10
10001	2014	4	342.57	5	105
10001	2014	3	201.88	3	64
10001	2014	2	353.64	6	110
10001	2014	1	223.77	5	100
10001	2015	12	30.51	2	9
10001	2015	11	113.6	7	22
10001	2015	10	258.98	7	67
10001	2015	9	619.01	10	171
10001	2015	8	439.98	7	109
10001	2015	7	647.55	13	178
10001	2015	6	270.6	3	83
10001	2015	5	683.77	8	193
10001	2015	4	563.31	9	160
10001	2015	3	428.33	7	134
10001	2015	2	712.71	11	203
10001	2015	1	469.5	5	143
10001	2016	11	10.38	1	3
10001	2016	9	11.33	1	3
10001	2016	4	148.21	5	45
10001	2016	3	124.58	4	27
10001	2016	2	41.95	3	9
10001	2016	1	130.08	3	49
10001	2017	1	12.44	1	3
10002	2010	8	5.33E-15	2	20
10002	2010	5	69.11	1	19
10002	2011	8	1.78E-15	2	18
10002	2011	6	7.11E-15	1	21
10002	2011	5	1.78E-15	5	48
10002	2011	4	1.33E-15	4	44
10002	2011	1	0.24	3	59
10002	2012	12	7.11E-15	4	27
10002	2012	11	0	5	45
10002	2012	10	1.78E-15	2	15
10002	2012	9	-7.11E-15	3	27
10002	2012	8	0	5	47
10002	2012	7	0.21	3	31
10002	2012	6	-1.78E-15	1	11
10002	2012	5	-3.55E-15	6	63
10002	2012	3	1.78E-15	1	11
10002	2012	1	7.11E-15	1	23
10002	2013	11	0	1	9
10002	2013	8	0	5	34
10002	2013	7	-1.78E-15	8	71
10002	2013	6	0.24	5	47
10002	2013	5	0	5	36
10002	2013	4	0	1	8
10002	2013	3	0.42	6	50
10002	2013	2	2.66E-15	7	54
10002	2013	1	-8.88E-16	5	50
10002	2014	11	112.58	1	34
10002	2014	9	24.61	1	10
10002	2014	8	5.83	1	2
10002	2014	5	12.78	1	4
10002	2014	4	32.56	2	9
10002	2014	3	3.1	1	2
10002	2015	11	64.49	1	16
10002	2015	10	41.52	1	14
10002	2015	9	24.32	1	6
10002	2015	8	44.82	1	16
10002	2015	7	136.88	1	35
10002	2015	6	5.99	1	1
10002	2015	5	19.24	1	4
10002	2015	4	35.22	2	13
10002	2016	2	12.73	1	9
10003	2010	11	-1.42E-14	3	37
10003	2010	10	0	4	29
10003	2010	9	8.44E-15	1	17
10003	2010	6	50.3	3	13
10003	2010	5	75.63	4	22
10003	2010	4	41.96	1	10
10003	2010	3	153.17	3	27
10003	2010	2	91.87	3	22
10003	2010	1	91.76	1	22
10003	2011	11	0.28	2	48
10003	2011	10	4.44E-15	3	23
10003	2011	9	0	3	28
10003	2011	8	1.78E-15	1	6
10003	2011	7	-7.11E-15	4	49
10003	2011	6	0	3	17
10003	2011	5	0	6	55
10003	2011	4	2.66E-15	1	12
10003	2011	3	0	1	6
10003	2011	2	0.13	1	17
10003	2011	1	7.11E-15	2	26
10003	2012	12	0	3	62
10003	2012	11	0	2	32
10003	2012	10	0.07	4	51
10003	2012	9	-1.07E-14	6	64
10003	2012	8	0	6	62
10003	2012	6	0.16	4	38
10003	2012	5	6.66E-16	1	7
10003	2012	4	0.3	5	52
10003	2012	3	-5.33E-15	4	41
10003	2012	2	1.64	2	25
10003	2013	12	-1.78E-15	1	11
10003	2013	10	-4.44E-16	1	7
10003	2013	9	-3.55E-15	2	24
10003	2013	8	0.17	3	46
10003	2013	7	3.55E-15	2	13
10003	2013	6	0	1	6
10003	2013	5	1.51	2	19
10003	2013	4	1.4	1	22
10003	2013	3	2.11	6	55
10003	2013	1	1.07E-14	1	10
10003	2014	12	227.36	4	51
10003	2014	11	16.26	1	3
10003	2014	10	30.24	1	5
10003	2014	7	59.17	2	14
10003	2014	6	19.98	1	2
10003	2014	5	82.75	3	18
10003	2014	3	33.93	1	7
10003	2014	2	120.82	2	26
10003	2015	8	9.51	1	4
10003	2015	7	4.99	1	1
10003	2015	6	100.59	3	23
10003	2015	5	50.52	2	10
10003	2015	4	65.48	2	13
10003	2016	12	96.41	3	27
10003	2016	11	32.3	1	11
10003	2016	8	31.91	1	9
10003	2016	5	17.56	2	4
10003	2016	4	6.6	1	2
10003	2016	3	14.71	3	5
10003	2016	2	40.77	2	4
10003	2017	1	6	1	1
10004	2010	10	7.11E-15	1	20
10004	2010	9	1.15E-14	1	8
10004	2010	7	105.06	1	9
10004	2010	4	59.18	1	3
10004	2010	2	60.59	1	1
10004	2010	1	62.77	1	5
10004	2011	12	2.6	1	12
10004	2011	9	1.42E-14	1	9
10004	2011	8	0	1	7
10004	2011	5	2.86E-14	2	15
10004	2011	2	7.11E-15	2	13
10004	2012	12	0	1	12
10004	2012	9	0	1	16
10004	2012	4	-7.11E-15	1	8
10004	2012	2	16.6	1	10
10004	2013	5	1.78E-15	1	6
10004	2014	12	68.97	1	3
10004	2014	11	62.67	1	3
10004	2014	6	18.03	1	5
10004	2014	3	34.77	1	3
10004	2014	1	12.87	2	13
10004	2015	10	32.68	1	2
10004	2015	9	169.35	2	19
10004	2015	8	32.21	1	9
10004	2015	7	35.53	1	8
10004	2015	5	98.48	2	12
10004	2015	2	61.6	1	10
10004	2015	1	110.24	2	9
10004	2016	2	46.03	1	4
10005	2011	10	-1.78E-15	1	11
10005	2011	7	-1.60E-14	3	31
10005	2012	12	2.84E-14	2	27
10005	2012	11	-2.22E-15	2	25
10005	2012	10	-1.78E-15	2	23
10005	2012	9	0.16	6	88
10005	2012	8	3.27	7	107
10005	2012	7	1.61	6	126
10005	2012	6	2.27	4	56
10005	2012	5	0	1	6
10005	2012	4	0.61	2	16
10005	2012	3	0	5	46
10005	2012	2	3.2	5	45
10005	2012	1	-3.55E-15	1	10
10005	2013	12	0.22	8	102
10005	2013	11	-4.26E-14	5	45
10005	2013	10	2.13E-14	5	43
10005	2013	9	7.11E-15	6	63
10005	2013	8	7	2	12
10005	2013	7	7	4	35
10005	2013	6	1.07E-14	4	36
10005	2013	5	1.42E-14	6	77
10005	2013	3	1.60E-14	3	50
10005	2013	1	1.42E-14	4	49
10005	2014	12	64.66	5	29
10005	2014	11	59.43	4	20
10005	2014	10	183.68	9	60
10005	2014	9	120.22	5	30
10005	2014	8	175.33	6	30
10005	2014	7	45.44	4	15
10005	2014	6	146.68	5	43
10005	2014	5	165.06	5	53
10005	2014	4	94.99	6	38
10005	2014	3	295.64	7	59
10005	2014	2	62.29	4	24
10005	2014	1	12.77	2	8
10005	2015	12	45.61	4	17
10005	2015	11	23.96	2	13
10005	2015	10	55.34	2	17
10005	2015	9	24.92	1	7
10005	2015	8	50.87	3	21
10005	2015	6	49.32	2	16
10005	2015	5	180.14	8	49
10005	2015	4	116.83	7	43
10005	2015	3	116.41	4	34
10005	2015	2	147.04	6	46
10005	2015	1	224.4	7	63
10005	2016	10	10.66	2	5
10005	2016	7	42.98	2	11
10005	2016	5	19.95	2	9
10005	2016	4	22.15	4	13
10005	2016	3	79.75	7	26
10005	2016	2	37.19	4	23
10005	2016	1	66.05	4	34
10005	2017	1	38.89	2	12
10006	2010	12	2.5	16	134
10006	2010	11	1.37	22	221
10006	2010	10	9.92	21	191
10006	2010	9	-1.42E-14	12	112
10006	2010	8	0.27	5	54
10006	2010	7	111.72	6	36
10006	2010	6	198.16	10	32
10006	2010	5	234.19	16	61
10006	2010	4	174.45	15	66
10006	2010	3	147.71	9	54
10006	2010	2	132.12	11	53
10006	2010	1	147.71	8	67
10006	2011	12	-2.84E-14	5	47
10006	2011	11	-3.55E-15	12	114
10006	2011	10	-1.14E-13	13	146
10006	2011	9	1.8	12	176
10006	2011	8	0.33	14	133
10006	2011	7	2.6	16	194
10006	2011	6	0.71	14	171
10006	2011	5	2	16	193
10006	2011	4	5.37	18	207
10006	2011	3	4.62	15	196
10006	2011	2	1.95E-14	20	177
10006	2011	1	1	14	144
10006	2012	12	3	5	48
10006	2012	11	-1.78E-14	7	46
10006	2012	10	1.4	7	63
10006	2012	9	0	4	30
10006	2012	8	-1.42E-14	3	27
10006	2012	7	1.78E-15	4	27
10006	2012	4	0	2	18
10006	2012	3	0.55	2	28
10006	2012	2	0.42	2	22
10006	2012	1	3.08	1	16
10006	2013	12	2.99	11	196
10006	2013	11	8.86	4	59
10006	2013	10	-7.11E-15	3	42
10006	2013	9	2.56	14	166
10006	2013	8	0.54	9	116
10006	2013	7	-7.11E-15	8	56
10006	2013	6	9.77E-15	6	64
10006	2013	5	0	10	63
10006	2013	4	0.69	10	107
10006	2013	3	-7.11E-15	3	27
10006	2013	2	0	6	41
10006	2014	12	184.34	3	30
10006	2014	11	431.79	13	96
10006	2014	10	203.14	17	53
10006	2014	9	157.49	8	49
10006	2014	8	151.7	7	38
10006	2014	7	174.15	7	44
10006	2014	6	92.6	3	34
10006	2014	5	264.94	16	63
10006	2014	4	279.3	8	70
10006	2014	3	249.65	5	63
10006	2014	2	171.72	5	56
10006	2014	1	146.63	5	53
10006	2015	12	298.11	10	71
10006	2015	11	31.2	2	12
10006	2015	10	126.9	3	32
10006	2015	9	293.97	6	52
10006	2015	8	135.75	14	41
10006	2015	7	206.87	11	63
10006	2015	6	348.65	14	81
10006	2015	5	214.15	14	61
10006	2015	4	37.84	5	14
10006	2015	1	82.33	2	20
10006	2016	12	316.98	5	61
10006	2016	11	262.04	6	56
10006	2016	10	149.59	2	33
10006	2016	9	202.07	5	47
10006	2016	8	210.73	3	66
10006	2016	7	285.34	7	57
10006	2016	6	318.66	6	82
10006	2016	5	108.7	3	30
10006	2016	4	271.21	7	71
10006	2016	3	335.93	11	96
10006	2016	2	297.26	11	74
10006	2016	1	174.25	4	42
10006	2017	1	435.51	10	64
10007	2014	12	310.13	14	72
10007	2014	11	433.47	23	107
10007	2014	10	292.47	18	74
10007	2014	9	418.54	20	130
10007	2014	8	592.18	22	155
10007	2014	7	632.71	26	202
10007	2014	6	453.75	15	142
10007	2014	5	264.88	8	69
10007	2014	4	433.49	13	84
10007	2014	3	316.9	15	98
10007	2014	2	166.27	10	49
10007	2014	1	449.16	20	110
10007	2015	11	43.81	3	14
10007	2015	9	73.67	1	19
10007	2015	8	47.19	3	15
10007	2015	7	169.03	5	43
10007	2015	6	272.54	4	66
10007	2015	5	323.28	13	88
10007	2015	4	323.95	14	73
10007	2015	3	297.47	11	63
10007	2015	2	264.68	9	50
10007	2015	1	254.32	9	50
10008	2010	12	-8.88E-15	2	16
10008	2010	10	0	1	11
10008	2010	5	97.67	3	30
10008	2010	3	40.52	2	13
10008	2010	2	200.04	5	56
10008	2010	1	138.98	3	43
10008	2011	10	-8.88E-16	1	11
10008	2011	5	0	1	16
10008	2011	3	0	3	56
10008	2012	3	-5.33E-15	1	14
10008	2014	11	-44.17	1	-1
10008	2014	10	44.9	2	10
10008	2014	9	6.98	1	2
10008	2015	12	28.13	1	8
10008	2015	11	31.61	1	9
10008	2015	10	63.53	3	18
10008	2015	9	114.79	6	32
10008	2015	8	172.55	5	37
10008	2015	7	190.07	4	37
10008	2015	6	91.57	2	21
10008	2015	5	48.58	1	14
10008	2015	3	14.16	1	6
10008	2016	3	57.48	1	8
10009	2012	8	1.78E-15	1	8
10009	2014	6	2.39	1	2
10010	2010	12	2	3	29
10010	2010	8	11.58	2	17
10010	2010	7	31.15	4	14
10010	2010	6	7.24	1	4
10010	2010	5	19.05	2	9
10010	2010	2	3.96	1	4
10010	2011	12	13.77	4	45
10010	2011	11	2.75	3	40
10010	2011	8	1.5	4	38
10010	2011	7	2.25	5	52
10010	2011	6	0.5	2	16
10010	2011	5	3	3	24
10010	2012	12	3	3	30
10010	2012	11	3.05	7	57
10010	2012	10	3.5	3	32
10010	2012	8	2.4	3	30
10010	2012	7	1.33E-15	2	22
10010	2012	6	3	5	54
10010	2012	5	0.14	3	35
10010	2012	4	3	2	30
10010	2012	1	4.44E-16	2	17
10010	2013	12	2	5	42
10010	2013	11	4.44E-16	3	23
10010	2013	9	1.78E-15	2	20
10010	2013	8	8.88E-16	4	31
10010	2013	7	2.95	4	38
10010	2013	6	1	1	11
10010	2013	5	3.55E-15	3	32
10010	2013	4	0	1	7
10010	2013	1	1.78E-15	2	20
10010	2014	12	12.24	3	9
10010	2014	11	14.86	5	16
10010	2014	10	9.61	1	8
10010	2014	8	50.86	3	15
10010	2014	7	25.89	3	19
10010	2014	6	16.18	3	11
10010	2014	5	22.01	3	12
10010	2014	4	25.42	4	12
10010	2014	1	5.34	2	13
10010	2015	11	3.89	1	1
10010	2015	7	1.85	2	3
10010	2015	6	4.2	1	3
10010	2015	5	15.16	3	15
10010	2015	2	5.68	1	4
10010	2015	1	3.8	2	4
10010	2016	10	32.25	2	9
10010	2016	7	9.94	2	3
10010	2016	6	4.12	1	4
10010	2016	1	2.67	1	3
10011	2010	12	-4.26E-14	12	214
10011	2010	11	0.81	15	227
10011	2010	10	-2.84E-14	12	158
10011	2010	9	0.13	10	125
10011	2010	8	38.84	13	167
10011	2010	7	518.76	12	128
10011	2010	6	379.86	11	121
10011	2010	5	380.71	11	119
10011	2010	4	442.92	10	134
10011	2010	3	364.75	12	118
10011	2010	2	265.72	8	89
10011	2010	1	377.51	11	121
10011	2011	12	7	11	221
10011	2011	11	8.1	9	138
10011	2011	10	0.33	9	135
10011	2011	9	1.06	11	138
10011	2011	8	0.43	7	113
10011	2011	7	2.95	10	160
10011	2011	6	0.31	12	156
10011	2011	5	0.1	12	139
10011	2011	4	-1.20E-13	10	158
10011	2011	3	1.07E-14	10	157
10011	2011	2	2.02	10	166
10011	2011	1	0.21	11	158
10011	2012	12	0.32	13	185
10011	2012	11	1.46	7	108
10011	2012	10	0.92	9	134
10011	2012	9	0.57	10	143
10011	2012	8	3.77	9	150
10011	2012	7	2.74	13	194
10011	2012	6	1.07	12	140
10011	2012	5	4.83	10	162
10011	2012	4	0.48	13	181
10011	2012	3	0.53	12	179
10011	2012	2	0.31	10	166
10011	2012	1	1.39	9	151
10011	2013	12	1.19	12	214
10011	2013	11	1.27	11	173
10011	2013	10	1.06	8	120
10011	2013	9	1.15	13	172
10011	2013	8	5.59	13	204
10011	2013	7	3.95	18	268
10011	2013	6	2.5	9	135
10011	2013	5	3.44	9	123
10011	2013	4	2.04	7	117
10011	2013	3	1.25	10	158
10011	2013	2	0.17	9	129
10011	2013	1	0.79	13	194
10011	2014	12	560.04	14	161
10011	2014	11	488.78	15	149
10011	2014	10	559.29	16	176
10011	2014	9	473.09	14	144
10011	2014	8	340.34	12	112
10011	2014	7	378.07	10	106
10011	2014	6	581.21	12	168
10011	2014	5	472.27	13	133
10011	2014	4	601.74	16	158
10011	2014	3	311.89	10	109
10011	2014	2	493.03	15	155
10011	2014	1	1439.71	16	146
10011	2015	12	679.79	15	200
10011	2015	11	610.14	14	175
10011	2015	10	304.93	9	103
10011	2015	9	308.51	10	106
10011	2015	8	443.63	12	138
10011	2015	7	424.6	17	124
10011	2015	6	354.73	13	112
10011	2015	5	509.92	12	136
10011	2015	4	402.23	9	124
10011	2015	3	441.7	14	132
10011	2015	2	304.09	10	92
10011	2015	1	381.6	14	115
10011	2016	12	486.05	12	158
10011	2016	11	579.6	13	171
10011	2016	10	385.85	9	129
10011	2016	9	490.03	12	129
10011	2016	8	412.4	10	131
10011	2016	7	471.13	15	145
10011	2016	6	429.61	10	121
10011	2016	5	549.18	12	165
10011	2016	4	271.29	9	95
10011	2016	3	418.67	13	158
10011	2016	2	453.73	14	156
10011	2016	1	448.12	11	141
10011	2017	1	422.5	11	134
10012	2010	12	1.42E-14	7	51
10012	2010	11	-1.78E-15	5	47
10012	2010	10	5.6	9	64
10012	2010	9	0.29	4	32
10012	2010	8	46.49	5	34
10012	2010	7	90.68	7	20
10012	2010	6	109.41	9	21
10012	2010	5	38.31	4	11
10012	2010	4	48.51	4	8
10012	2010	3	68.75	3	9
10012	2010	2	25.66	1	5
10012	2010	1	18.97	1	3
10012	2011	12	-1.78E-15	2	15
10012	2011	11	-3.55E-15	3	22
10012	2011	10	7.11E-15	4	24
10012	2011	9	7.99E-15	3	26
10012	2011	8	0	4	36
10012	2011	7	1.78E-14	7	52
10012	2011	6	1.20E-14	7	43
10012	2011	5	-3.55E-15	7	47
10012	2011	4	-3.55E-15	5	37
10012	2011	3	7.11E-15	3	26
10012	2011	2	1.42E-14	4	28
10012	2011	1	3.25	4	33
10012	2012	12	2.66E-15	3	25
10012	2012	11	2.66E-14	5	43
10012	2012	10	-6.66E-16	1	7
10012	2012	9	-2.22E-16	3	19
10012	2012	8	-1.78E-15	2	18
10012	2012	7	4	8	56
10012	2012	6	-3.55E-15	1	10
10012	2012	5	5	3	24
10012	2012	4	9	8	52
10012	2012	3	3.55E-15	1	6
10012	2012	2	0	2	13
10012	2012	1	-4.44E-16	2	17
10012	2013	12	1.42E-14	2	24
10012	2013	11	2	2	20
10012	2013	10	0	4	26
10012	2013	9	-8.88E-15	4	37
10012	2013	7	0.5	1	7
10012	2013	6	-1.38E-14	5	48
10012	2013	5	-7.11E-15	3	29
10012	2013	4	-7.11E-15	5	44
10012	2013	3	1.42E-14	4	25
10012	2013	2	0	1	12
10012	2013	1	-2.13E-14	4	42
10012	2014	12	192.69	6	28
10012	2014	11	79.48	8	19
10012	2014	10	117.64	6	20
10012	2014	9	98.79	5	15
10012	2014	8	26.45	2	5
10012	2014	7	138.02	3	14
10012	2014	6	94.38	6	18
10012	2014	5	158.26	4	20
10012	2014	3	149.54	4	19
10012	2014	2	32.98	1	5
10012	2014	1	74.25	5	28
10012	2015	12	157.48	7	45
10012	2015	11	50.25	2	5
10012	2015	10	268.34	12	50
10012	2015	9	161.67	6	26
10012	2015	8	205.7	5	33
10012	2015	7	200.29	4	28
10012	2015	6	372.11	15	64
10012	2015	5	107.46	3	22
10012	2015	4	80.06	4	19
10012	2015	3	228.21	7	28
10012	2015	2	32.94	2	9
10012	2015	1	169.23	5	27
10012	2016	12	41.01	1	9
10012	2016	11	195.15	6	51
10012	2016	10	229.25	4	42
10012	2016	9	211.51	10	40
10012	2016	8	115.78	5	29
10012	2016	7	227.6	7	45
10012	2016	6	282.45	9	69
10012	2016	5	169.01	7	35
10012	2016	4	333.36	12	81
10012	2016	3	248.19	10	64
10012	2016	2	204.89	7	52
10012	2016	1	413.08	11	76
10013	2010	12	0	1	13
10013	2010	11	0	1	8
10013	2010	10	8.88E-16	1	8
10013	2010	1	24.52	1	9
10013	2011	12	1.78E-15	1	7
10013	2011	9	1.33E-15	1	9
10013	2011	8	3.55E-15	1	9
10013	2011	7	-3.55E-15	1	17
10013	2012	10	0	1	23
10013	2012	1	-1.78E-15	2	27
10013	2013	10	0	3	35
10013	2013	8	1.42E-14	2	19
10013	2013	7	4.44E-16	1	7
10013	2014	7	56.97	2	12
10014	2014	12	254.02	11	55
10014	2014	11	272.44	12	60
10014	2014	10	259.48	12	64
10014	2014	9	137.41	6	41
10014	2014	8	236.73	8	59
10014	2014	7	160.42	10	50
10014	2014	6	140.4	5	37
10014	2014	5	218.18	7	53
10014	2014	4	58.08	2	10
10014	2015	12	58.92	2	17
10014	2015	11	56.82	1	8
10014	2015	10	32.95	2	9
10014	2015	5	33.13	2	10
10014	2015	4	90.91	3	25
10014	2015	3	143.22	4	33
10014	2015	2	127.69	6	42
10014	2015	1	109.91	5	18
10014	2016	7	59.51	1	20
10014	2016	6	108.08	4	28
10014	2016	5	26.46	1	12
10014	2016	4	48.11	2	12
10014	2016	3	10.99	1	3
10014	2016	2	10.83	2	4
10014	2016	1	39.19	1	8
10015	2010	11	7.11E-15	1	20
10015	2010	8	0.38	2	31
10015	2010	6	84.7	2	34
10015	2010	5	150.16	1	23
10015	2010	4	29.04	1	10
10015	2010	3	100.97	2	27
10015	2010	2	22.2	1	5
10015	2010	1	30.65	1	7
10015	2011	9	0	1	11
10015	2011	7	0.42	3	37
10015	2011	6	3	2	27
10015	2011	4	3.55E-15	1	9
10015	2011	3	0	1	35
10015	2011	2	0.7	1	18
10015	2011	1	1.42E-14	2	42
10015	2012	12	-2.84E-14	2	56
10015	2012	10	2.84E-14	2	57
10015	2012	9	-3.55E-14	2	48
10015	2012	8	0.18	3	69
10015	2012	7	1.32	1	39
10015	2012	6	-7.11E-14	3	71
10015	2012	5	0.86	6	125
10015	2012	4	0.28	3	56
10015	2013	12	6.39E-14	1	37
10015	2013	11	0.85	2	53
10015	2013	10	0.43	3	81
10015	2013	9	-1.05E-13	6	146
10015	2013	8	0.36	6	153
10015	2013	7	-1.42E-14	5	87
10015	2013	6	-7.11E-15	4	66
10015	2013	5	0	4	73
10015	2013	4	2.13E-14	3	66
10015	2013	3	2.09	2	74
10015	2013	2	-2.80E-14	2	49
10015	2013	1	-1.42E-14	3	56
10015	2014	11	65.53	1	18
10015	2014	7	50.83	1	14
10015	2014	6	151.52	2	50
10015	2014	5	119.28	3	27
10015	2014	4	442.52	7	111
10015	2014	3	278.96	5	89
10015	2014	2	247.97	4	63
