Owner	Year	Month	Sales	Transactions	Items
10152	2010	2	15.54	1	5
10152	2010	1	46.93	3	6
10152	2011	12	1.42E-14	4	43
10152	2011	11	2.14	4	54
10152	2011	10	0	5	45
10152	2011	9	-4.44E-15	5	73
10152	2011	8	-3.55E-15	6	44
10152	2011	7	2.36	3	51
10152	2011	6	0.92	8	127
10152	2011	5	1.42E-14	5	61
10152	2011	4	3.62E-14	4	55
10152	2011	3	-1.42E-14	9	144
10152	2011	2	3.02E-14	4	75
10152	2011	1	0.08	2	18
10152	2012	12	7.46E-14	6	77
10152	2012	11	-1.42E-14	5	79
10152	2012	10	-1.42E-14	5	45
10152	2012	9	-3.55E-15	6	63
10152	2012	8	0.19	2	23
10152	2012	7	0.13	2	35
10152	2012	6	1.42E-14	3	42
10152	2012	5	0.6	7	96
10152	2012	4	0	4	56
10152	2012	3	1.22	3	58
10152	2012	2	7.11E-15	2	27
10152	2012	1	7.11E-15	3	31
10152	2013	12	-7.11E-14	5	93
10152	2013	11	39.87	5	73
10152	2013	10	0	5	73
10152	2013	9	-5.68E-14	6	93
10152	2013	8	0	4	67
10152	2013	7	0.26	3	55
10152	2013	5	2.84E-14	4	33
10152	2013	4	0.62	4	57
10152	2013	3	0.8	9	112
10152	2013	2	-7.82E-14	6	74
10152	2013	1	3.55E-15	1	16
10152	2014	12	220.03	4	48
10152	2014	11	245.64	3	55
10152	2014	10	151.64	5	21
10152	2014	9	214.38	4	35
10152	2014	8	74.63	3	13
10152	2014	7	260.52	4	50
10152	2014	6	286.04	4	59
10152	2014	5	336.58	3	73
10152	2014	4	204.51	4	31
10152	2014	3	89.62	3	30
10152	2014	2	114.96	4	25
10152	2014	1	267.67	7	79
10152	2015	12	278.7	6	48
10152	2015	11	196.54	3	42
10152	2015	10	51.01	1	5
10152	2015	9	546.68	4	74
10152	2015	8	38.86	1	11
10152	2015	7	195.16	2	37
10152	2015	6	104.92	3	19
10152	2015	5	456.84	4	44
10152	2015	4	155.68	2	27
10152	2015	2	124.38	4	32
10152	2015	1	150.99	2	33
10152	2016	8	71.42	3	16
10152	2016	6	125.65	2	25
10152	2016	5	455.28	4	56
10152	2016	4	234.05	3	46
10152	2016	3	99.19	4	20
10152	2016	2	183.81	1	34
10152	2016	1	88.24	2	18
10153	2010	12	9	3	25
10153	2010	11	0	1	5
10153	2010	10	-1.78E-15	1	6
10153	2010	9	0	3	19
10153	2010	8	-7.11E-15	3	16
10153	2010	7	3.34	1	3
10153	2010	6	56.8	3	8
10153	2010	5	19.79	3	7
10153	2010	4	58.4	6	13
10153	2010	3	41.21	4	12
10153	2010	2	30.24	1	4
10153	2010	1	30.39	2	4
10153	2011	12	0	3	23
10153	2011	11	0	2	15
10153	2011	10	0.8	1	10
10153	2011	9	3.55E-15	3	19
10153	2011	8	-1.42E-14	3	26
10153	2011	7	0	1	9
10153	2011	6	1.78E-15	2	13
10153	2011	5	3.33E-16	3	20
10153	2011	4	-4.44E-16	2	18
10153	2011	3	-4.44E-16	3	30
10153	2011	2	8.88E-16	2	14
10153	2011	1	0	1	5
10153	2012	12	-1.07E-14	4	27
10153	2012	11	2	3	20
10153	2012	10	4.5	5	38
10153	2012	9	0	1	6
10153	2012	8	-4.44E-16	1	6
10153	2012	7	3	2	16
10153	2012	5	-3.55E-15	1	8
10153	2012	4	0	1	5
10153	2012	3	2.44E-15	1	10
10153	2012	2	0	1	5
10153	2012	1	0	2	11
10153	2013	12	0.1	5	42
10153	2013	11	-3.55E-15	1	9
10153	2013	10	1.78E-15	2	14
10153	2013	9	-1.11E-15	2	10
10153	2013	8	1.11E-15	5	34
10153	2013	7	-3.14E-15	3	16
10153	2013	6	1.78E-15	1	7
10153	2013	4	-8.88E-16	1	10
10153	2013	3	0	2	21
10153	2013	2	2.22E-16	3	18
10153	2013	1	-4.44E-16	1	9
10153	2014	12	64.82	4	21
10153	2014	11	61.41	3	17
10153	2014	10	25.17	4	15
10153	2014	9	37.23	4	21
10153	2014	8	64.28	5	24
10153	2014	7	81.27	6	29
10153	2014	6	55.78	5	19
10153	2014	5	41.09	4	15
10153	2014	4	1.57	1	3
10153	2014	3	6.26	1	4
10153	2014	2	42.39	1	12
10153	2014	1	47.92	3	22
10153	2015	12	7.58	2	2
10153	2015	11	32.27	4	6
10153	2015	10	33.74	4	13
10153	2015	9	24.78	4	12
10153	2015	8	11.58	3	4
10153	2015	7	16.17	6	9
10153	2015	6	54.87	4	13
10153	2015	5	21.84	3	9
10153	2015	4	69.26	2	14
10153	2015	3	30.76	3	9
10153	2015	2	35.9	4	10
10153	2015	1	17.2	3	9
10153	2016	12	41.42	3	7
10153	2016	11	6	1	4
10153	2016	10	26.04	3	12
10153	2016	9	75.36	4	19
10153	2016	8	19.57	2	5
10153	2016	6	6.67	1	2
10153	2016	5	31.04	5	12
10153	2016	4	21.51	3	9
10153	2016	3	46.98	4	16
10153	2016	2	16.29	2	7
10153	2016	1	45.51	4	15
10153	2017	1	71	3	26
10154	2010	12	7.11E-15	6	58
10154	2010	11	0	3	26
10154	2010	10	-9.33E-15	5	43
10154	2010	9	1.33E-15	2	13
10154	2010	8	18.01	5	31
10154	2010	7	123.06	6	19
10154	2010	6	195.93	8	39
10154	2010	5	154.09	7	37
10154	2010	4	217.87	12	58
10154	2010	3	129.01	11	47
10154	2010	2	19.43	5	12
10154	2010	1	65.91	6	31
10154	2011	12	4.9	7	54
10154	2011	11	7.11E-15	8	63
10154	2011	10	8.88E-16	6	44
10154	2011	9	3.55E-15	6	41
10154	2011	8	3.55E-15	5	32
10154	2011	7	-1.24E-14	7	47
10154	2011	6	1.05E-15	7	41
10154	2011	5	2.09E-14	6	39
10154	2011	4	-1.07E-14	7	44
10154	2011	3	0.75	6	45
10154	2011	2	7.11E-15	4	30
10154	2012	12	10.6	6	59
10154	2012	11	8.36	8	70
10154	2012	10	0	13	77
10154	2012	9	1	10	65
10154	2012	8	3.79	12	77
10154	2012	7	3.55E-15	6	46
10154	2012	6	0	5	36
10154	2012	5	0.47	8	47
10154	2012	4	1.34	8	56
10154	2012	3	-7.11E-15	5	35
10154	2012	2	-1.78E-15	6	41
10154	2012	1	1.2	12	91
10154	2013	12	36.26	14	117
10154	2013	11	2.65	8	66
10154	2013	10	2.12	12	83
10154	2013	9	0.7	10	72
10154	2013	8	6.03	10	82
10154	2013	7	7.3	10	77
10154	2013	6	0.93	7	75
10154	2013	5	3.36	6	71
10154	2013	4	3.47	11	102
10154	2013	3	0.78	6	59
10154	2013	2	1	8	68
10154	2013	1	0.8	11	85
10154	2014	12	229.48	12	49
10154	2014	11	108.07	6	21
10154	2014	10	117.36	7	27
10154	2014	9	184.05	10	44
10154	2014	8	123.64	11	28
10154	2014	7	71.34	7	20
10154	2014	6	52.75	7	17
10154	2014	5	98.68	9	21
10154	2014	4	69.13	6	20
10154	2014	3	40.2	2	15
10154	2014	2	104.89	9	33
10154	2014	1	149.04	9	65
10154	2015	12	202.72	8	53
10154	2015	11	316.86	14	70
10154	2015	10	120.33	5	32
10154	2015	9	261.36	9	77
10154	2015	8	318.39	12	84
10154	2015	7	304.98	17	82
10154	2015	6	216.49	11	57
10154	2015	5	280.77	15	67
10154	2015	4	193.53	12	54
10154	2015	3	310.05	13	80
10154	2015	2	230.06	8	50
10154	2015	1	203.49	14	63
10154	2016	12	98.81	5	28
10154	2016	11	276.96	10	72
10154	2016	10	116.41	6	31
10154	2016	9	201.18	8	37
10154	2016	8	246.17	15	78
10154	2016	7	189.34	9	45
10154	2016	6	197.96	5	34
10154	2016	5	230.79	8	68
10154	2016	4	273.6	13	53
10154	2016	3	215.38	7	47
10154	2016	2	221.72	9	53
10154	2016	1	205.94	9	64
10154	2017	1	169.74	12	53
10155	2013	12	0.56	2	80
10155	2013	11	1.66	2	55
10155	2013	10	3.58	1	45
10155	2013	9	0.8	2	96
10155	2013	8	0.61	1	31
10155	2013	7	7.11E-14	1	52
10155	2013	6	0.86	2	95
10155	2013	5	1.51	2	58
10155	2013	4	2.2	2	100
10155	2013	3	0.3	1	56
10155	2013	2	1.04	1	47
10155	2013	1	-4.26E-14	1	72
10155	2014	12	272.77	2	46
10155	2014	11	25292.24	2	61
10155	2014	10	694.91	2	125
10155	2014	9	201.27	1	36
10155	2014	8	432.95	2	83
10155	2014	7	185.73	1	45
10155	2014	6	483.84	2	95
10155	2014	5	551.87	2	109
10155	2014	4	402.84	2	84
10155	2014	3	244.49	1	55
10155	2014	2	202.28	1	43
10155	2014	1	272	2	106
10155	2015	12	303.97	1	53
10155	2015	11	268.6	1	51
10155	2015	10	323.91	1	56
10155	2015	9	306.69	1	60
10155	2015	8	508.45	2	106
10155	2015	7	199.73	1	42
10155	2015	6	248.54	1	56
10155	2015	5	674.75	2	129
10155	2015	4	337.39	1	56
10155	2015	3	291.64	1	50
10155	2015	2	280.97	1	54
10155	2015	1	518.34	3	95
10155	2016	12	279.88	1	56
10155	2016	10	582.25	2	119
10155	2016	9	286.44	1	60
10155	2016	7	167.15	2	33
10155	2016	6	230.96	1	47
10155	2016	5	630.5	2	129
10155	2016	4	301.75	1	63
10155	2016	3	262.95	1	54
10155	2016	2	219.62	1	56
10155	2016	1	253.96	1	51
10155	2017	1	266.07	1	67
10156	2010	12	-3.55E-15	12	159
10156	2010	11	0.46	8	127
10156	2010	10	0.13	1	6
10156	2010	9	0.24	7	69
10156	2010	8	6.74	4	80
10156	2010	7	327.81	8	86
10156	2010	6	534.83	8	144
10156	2010	5	268.46	6	77
10156	2010	4	288.66	9	120
10156	2010	3	138.26	5	35
10156	2010	2	224.49	4	95
10156	2010	1	295.68	9	100
10156	2011	12	0.94	13	223
10156	2011	11	0.14	3	66
10156	2011	10	1.6	10	122
10156	2011	9	1.84	8	118
10156	2011	8	0	8	84
10156	2011	7	1.42E-14	5	59
10156	2011	6	2.84E-14	4	37
10156	2011	5	7.11E-15	4	110
10156	2011	4	-1.33E-15	4	39
10156	2011	3	0.34	7	114
10156	2011	2	-8.88E-16	2	23
10156	2011	1	0.47	2	36
10156	2012	12	0.64	11	217
10156	2012	11	1.38	10	134
10156	2012	10	0.3	8	88
10156	2012	9	3.32	15	148
10156	2012	8	1.01	13	146
10156	2012	7	0.15	7	93
10156	2012	6	3.59	10	191
10156	2012	5	0.29	5	121
10156	2012	4	0.51	10	128
10156	2012	3	0.11	4	82
10156	2012	2	7.11E-15	3	43
10156	2012	1	1	4	52
10156	2013	12	2.69	14	244
10156	2013	11	1.42E-14	2	46
10156	2013	10	0.66	5	88
10156	2013	9	3.91E-14	7	103
10156	2013	8	-1.49E-13	10	152
10156	2013	7	0.77	13	247
10156	2013	6	0.22	3	27
10156	2013	5	2.53	10	126
10156	2013	4	0.28	9	146
10156	2013	3	0.57	10	119
10156	2013	2	0.79	9	107
10156	2013	1	6.39E-14	6	86
10156	2014	12	120.41	3	33
10156	2014	11	347.87	4	74
10156	2014	10	132.5	4	36
10156	2014	9	207.36	4	51
10156	2014	8	210.71	3	51
10156	2014	7	90.93	2	23
10156	2014	6	490.46	5	106
10156	2014	5	254.84	7	65
10156	2014	4	339.51	7	84
10156	2014	3	289.46	6	86
10156	2014	2	203.35	5	49
10156	2014	1	151.78	3	60
10156	2015	12	70.16	10	24
10156	2015	11	9.61	3	5
10156	2015	10	85.93	5	31
10156	2015	9	284.12	5	48
10156	2015	8	97.47	2	16
10156	2015	7	199.85	2	39
10156	2015	6	187.81	6	41
10156	2015	5	321.61	6	75
10156	2015	4	140.75	4	32
10156	2015	3	165.96	5	40
10156	2015	2	152.22	2	40
10156	2015	1	97.42	4	30
10156	2016	12	0.49	1	1
10156	2016	11	11.93	5	6
10156	2016	10	15.23	1	5
10156	2016	7	41.75	1	13
10156	2016	6	4.9	1	3
10156	2016	5	51.46	6	16
10156	2016	4	9.63	3	4
10156	2016	3	43.21	7	16
10156	2016	2	0.49	1	1
10156	2016	1	50.38	6	21
10157	2011	12	1.78E-15	2	17
10157	2011	11	1.42E-14	6	74
10157	2011	10	0.21	5	40
10157	2011	9	0.75	4	58
10157	2011	8	0.26	3	33
10157	2012	10	7.11E-15	2	27
10157	2012	7	1.78E-15	1	7
10157	2012	6	1.07E-14	2	17
10157	2012	5	0.21	3	49
10157	2012	4	2.66E-15	1	8
10157	2012	3	-1.78E-15	2	20
10157	2012	2	0	1	13
10157	2012	1	8.88E-16	1	11
10157	2013	11	1.78E-15	1	12
10157	2013	10	0	1	13
10157	2013	9	3.55E-15	1	20
10157	2013	5	0	1	21
10157	2013	3	-1.78E-15	1	9
10157	2013	2	0.42	3	27
10157	2014	10	22.97	1	4
10157	2014	9	62.14	1	26
10157	2014	3	86.12	1	18
10157	2014	1	46.05	3	29
10157	2015	12	55.92	1	18
10157	2015	8	21.91	2	5
10157	2015	5	76.04	3	24
10157	2015	2	27.98	1	12
10157	2016	11	18.55	1	5
10157	2016	10	202.36	5	58
10157	2016	3	50.91	1	14
10157	2016	1	88.39	2	26
10157	2017	1	45.72	1	20
10158	2014	3	39.18	1	2
10159	2014	12	122.33	7	24
10159	2014	11	14.23	1	3
10159	2014	10	46.21	2	9
10159	2014	9	195.01	6	38
10159	2014	8	202.26	8	51
10159	2014	7	341.59	16	77
10159	2014	6	214.67	6	27
10159	2015	6	126.54	7	20
10159	2015	5	74.05	1	5
10159	2015	4	42.37	2	11
10159	2015	1	53.98	4	10
10160	2010	12	7.11E-15	2	84
10160	2010	11	-7.11E-14	5	156
10160	2010	10	1.78E-15	2	37
10160	2010	8	7	1	78
10160	2010	7	84.63	1	17
10160	2010	5	353.53	4	101
10160	2010	4	245.73	2	84
10160	2010	2	172.89	1	45
10160	2010	1	156.47	2	48
10160	2011	12	-2.27E-13	2	126
10160	2011	11	0	6	106
10160	2011	10	0	4	102
10160	2011	9	1.42E-14	3	113
10160	2011	8	1.99E-13	6	200
10160	2011	7	-2.49E-14	4	66
10160	2011	5	8.88E-15	2	55
10160	2011	4	-1.03E-13	5	154
10160	2011	2	-4.26E-14	2	87
10160	2011	1	2.84E-14	1	57
10160	2012	12	-4.97E-14	5	124
10160	2012	11	0.4	3	102
10160	2012	10	-9.24E-14	2	76
10160	2012	9	-1.78E-15	1	10
10160	2012	8	-8.53E-14	5	150
10160	2012	7	5.68E-14	1	53
10160	2012	6	1	6	131
10160	2012	5	1.5	5	112
10160	2012	4	0.9	3	139
10160	2012	3	8.53E-14	1	95
10160	2012	2	0.49	2	78
10160	2012	1	0	2	43
10160	2013	12	9.95E-14	5	182
10160	2013	11	109.93	9	243
10160	2013	10	3	6	194
10160	2013	9	-2.13E-14	4	103
10160	2013	8	1.42E-13	6	193
10160	2013	7	0	4	116
10160	2013	6	0.58	4	93
10160	2013	5	9.95E-14	3	126
10160	2013	4	-1.28E-13	4	100
10160	2013	3	2.49E-14	1	31
10160	2013	2	8.53E-14	5	143
10160	2013	1	1.14E-13	4	113
10160	2014	12	759.88	7	172
10160	2014	11	704.39	7	182
10160	2014	10	488.63	5	119
10160	2014	9	511.37	6	142
10160	2014	8	225.32	3	67
10160	2014	7	500.73	6	118
10160	2014	6	628.69	6	165
10160	2014	5	302.71	2	79
10160	2014	4	695.13	7	174
10160	2014	3	581.6	3	141
10160	2014	2	730.38	7	180
10160	2014	1	131.6	5	113
10160	2015	12	813.6	6	201
10160	2015	11	763.59	9	200
10160	2015	10	525.3	5	112
10160	2015	9	236.41	2	60
10160	2015	8	681.67	8	174
10160	2015	7	808.41	12	196
10160	2015	6	683.66	5	175
10160	2015	5	618.62	5	154
10160	2015	4	757.23	6	213
10160	2015	3	778.2	4	203
10160	2015	2	611.03	7	160
10160	2015	1	701.5	6	187
10160	2016	12	835.94	8	211
10160	2016	11	657.77	10	172
10160	2016	10	453.02	7	133
10160	2016	9	332.58	4	104
10160	2016	8	618.45	7	169
10160	2016	7	586.88	8	154
10160	2016	6	531.27	6	145
10160	2016	5	487.41	4	116
10160	2016	4	705.46	7	169
10160	2016	3	614.8	5	158
10160	2016	2	557.24	7	144
10160	2016	1	418.69	6	102
10160	2017	1	588.83	5	144
10161	2010	12	0	2	32
10161	2010	11	-2.13E-14	3	54
10161	2010	10	0.08	6	65
10161	2010	9	1.42E-14	5	57
10161	2010	8	7.11E-15	4	45
10161	2010	7	78.19	3	38
10161	2010	6	40.64	4	16
10161	2010	5	84.57	4	34
10161	2010	4	41.6	2	19
10161	2010	3	75.48	2	30
10161	2010	2	89.09	2	43
10161	2010	1	115.54	2	56
10161	2011	12	1.78E-15	1	20
10161	2011	11	1.24E-14	2	32
10161	2011	9	-3.55E-15	1	16
10161	2011	8	0.12	2	26
10161	2011	7	3.55E-15	2	34
10161	2011	6	-3.77E-15	1	14
10161	2011	5	-4.44E-15	2	29
10161	2011	4	4.88E-15	2	27
10161	2011	3	-7.11E-15	3	43
10161	2011	2	0	5	63
10161	2011	1	-5.33E-15	4	30
10161	2012	12	-9.95E-14	8	127
10161	2012	11	1.42E-14	5	54
10161	2012	10	8.88E-16	8	91
10161	2012	9	-1.78E-15	12	108
10161	2012	8	1.07E-14	4	45
10161	2012	7	3.55E-15	2	25
10161	2012	6	-2.13E-14	6	57
10161	2012	5	-3.55E-15	6	68
10161	2012	3	0.09	3	57
10161	2012	2	-5.68E-14	5	107
10161	2012	1	0	2	62
10161	2013	12	1	7	118
10161	2013	11	3.55E-15	6	57
10161	2013	10	1	8	85
10161	2013	9	1.42E-14	10	97
10161	2013	8	7.11E-15	5	40
10161	2013	7	2.11	13	145
10161	2013	6	0.48	11	130
10161	2013	5	7.11E-15	8	104
10161	2013	4	4.97E-14	17	188
10161	2013	3	-5.68E-14	10	168
10161	2013	2	9.95E-14	9	146
10161	2013	1	0.21	11	169
10161	2014	12	167.17	5	67
10161	2014	11	108.42	6	55
10161	2014	10	305.81	10	115
10161	2014	9	229.17	9	61
10161	2014	8	117.24	3	45
10161	2014	7	391.42	8	139
10161	2014	6	92.19	3	39
10161	2014	5	196.62	7	76
10161	2014	4	98.63	4	37
10161	2014	2	55.71	3	21
10161	2014	1	41.52	3	44
10161	2015	12	30.67	2	13
10161	2015	11	169.02	7	68
10161	2015	10	146.67	4	56
10161	2015	9	92.58	5	39
10161	2015	8	26.34	2	8
10161	2015	7	79.05	4	29
10161	2015	6	123.65	5	57
10161	2015	5	140.02	6	50
10161	2015	4	106.18	8	43
10161	2015	3	117.48	8	35
10161	2015	2	182.42	5	72
10161	2015	1	82.87	3	35
10161	2016	6	52.23	8	21
10161	2016	5	148.1	10	47
10161	2016	4	51.25	2	15
10161	2016	3	130.08	3	46
10161	2016	2	29.25	1	13
10161	2016	1	51.74	4	24
10162	2014	11	13.08	1	8
10162	2014	9	37.22	1	6
10162	2014	8	65.63	2	27
10162	2014	7	69.52	2	28
10162	2014	6	61.13	3	19
10162	2014	5	46.95	1	11
10162	2014	4	35.2	1	12
10162	2014	3	82.54	2	26
10162	2014	2	115.41	2	34
10162	2014	1	205.44	3	48
10162	2015	10	72.9	1	16
10162	2015	8	10.93	1	2
10162	2015	7	33.36	1	4
10162	2015	3	31.99	2	5
10163	2010	11	4.44E-16	1	8
10163	2010	9	-7.11E-15	1	7
10163	2010	7	83.54	1	6
10163	2010	5	109.81	5	26
10163	2010	2	59.63	2	17
10163	2010	1	78.05	1	13
10163	2011	5	-2.84E-14	3	24
10163	2012	8	2	2	32
10163	2013	9	1	3	30
10163	2013	6	-8.88E-16	2	13
10163	2015	1	40.97	3	11
10164	2010	12	-7.11E-15	2	25
10164	2010	11	1.78E-15	2	19
10164	2010	10	-4.26E-14	1	20
10164	2010	9	3.55E-15	1	13
10164	2010	8	0.69	1	12
10164	2010	7	53.59	3	15
10164	2010	6	15.29	1	5
10164	2010	4	45.72	2	15
10164	2010	1	29.51	1	9
10164	2011	12	0	1	11
10164	2011	11	0.22	1	12
10164	2011	10	-7.11E-15	3	33
10164	2011	9	-2.84E-14	3	47
10164	2011	7	4.44E-15	1	9
10164	2011	6	-3.55E-15	2	22
10164	2011	4	1.11E-14	4	34
10164	2011	3	3.55E-15	1	10
10164	2011	2	0	1	11
10164	2011	1	0.23	1	17
10164	2012	11	3.55E-15	2	21
10164	2012	10	-1.33E-15	3	27
10164	2012	8	7.11E-15	2	21
10164	2012	1	0	3	34
10164	2013	12	-1.42E-14	2	14
10164	2013	8	3.55E-15	1	11
10164	2013	7	-4.44E-16	1	8
10164	2013	6	0	2	16
10164	2013	5	-1.42E-14	2	20
10164	2013	4	0	2	18
10164	2013	3	5.33E-15	3	31
10164	2013	2	-2.66E-15	1	13
10164	2013	1	7.11E-15	6	56
10164	2014	12	54.47	1	13
10164	2014	11	14.16	1	4
10164	2014	10	49.36	2	15
10164	2014	8	91.45	3	20
10164	2014	5	59.24	1	11
10164	2014	4	99.45	3	22
10164	2014	3	10.19	2	4
10164	2014	2	66.41	2	17
10164	2014	1	71.49	2	25
10164	2015	10	55.68	1	20
10164	2015	7	54.67	1	13
10164	2015	6	30.86	2	9
10164	2015	5	43.01	2	10
10164	2015	4	15.29	1	4
10164	2015	3	9.99	1	2
10164	2015	2	43.95	4	10
10164	2015	1	46.09	1	11
10164	2016	12	15.91	1	7
10164	2016	10	28.3	1	7
10165	2011	12	0	1	16
10165	2011	11	-1.42E-14	1	30
10165	2011	10	3.6	3	48
10165	2011	9	0.8	2	58
10165	2011	8	-1.78E-15	1	20
10165	2011	7	2.3	2	27
10165	2011	6	-4.44E-14	5	55
10165	2011	5	4.2	5	76
10165	2011	4	2.1	6	65
10165	2011	3	3.31	5	82
10165	2011	2	5.75	4	73
10165	2012	12	14.6	2	28
10165	2012	11	1.42E-14	2	31
10165	2012	10	1.4	5	79
10165	2012	9	-1.78E-15	3	64
10165	2012	7	7.11E-15	2	40
10165	2012	6	4.44E-16	1	7
10165	2012	5	0.75	2	29
10165	2012	4	0.75	2	29
10165	2012	3	7.11E-15	1	21
10165	2012	1	-1.42E-14	2	35
10165	2013	11	1.42E-14	2	21
10165	2013	7	4.44E-16	1	14
10165	2013	5	-1.42E-14	1	16
10165	2013	3	1	1	17
10165	2013	2	3.55	2	46
10165	2013	1	-5.33E-15	2	17
10165	2014	8	69.69	2	20
10165	2014	6	87.46	1	22
10165	2015	11	112.92	1	29
10165	2015	10	56.92	1	19
10165	2015	7	61.11	1	22
10165	2015	5	178.34	1	46
10165	2016	11	49.09	1	11
10166	2013	12	-1.78E-15	5	29
10166	2013	11	6.09	3	14
10166	2013	10	0	11	78
10166	2013	9	3.55E-15	4	28
10166	2013	8	0	4	60
10166	2013	7	-1.78E-15	6	42
10166	2013	6	3.55E-15	8	47
10166	2013	5	-3.55E-15	5	30
10166	2013	4	0.61	3	31
10166	2014	12	26.85	2	6
10166	2014	11	14.02	1	4
10166	2014	10	42.93	5	14
10166	2014	9	58.09	6	23
10166	2014	8	8.58	2	2
10166	2014	7	59.69	3	19
10166	2014	6	17.53	3	8
10166	2014	5	140.09	9	45
10166	2014	4	35.41	8	12
10166	2014	3	23.01	6	12
10166	2014	2	29.97	1	10
10166	2014	1	2.22E-16	1	9
10166	2015	7	79.01	2	16
10166	2015	6	9.66	1	3
10166	2015	5	51.3	4	12
10166	2015	4	11.59	2	3
10166	2015	3	7.99	1	2
10166	2015	2	98.95	5	32
10166	2015	1	18	2	5
10167	2010	12	0.26	1	16
10167	2010	11	0.13	1	8
10167	2010	9	0	2	18
10167	2010	8	0	1	6
10167	2010	6	10.26	1	4
10167	2010	5	11.44	1	4
10167	2010	4	44.14	2	16
10167	2010	2	32.21	2	13
10167	2010	1	13.04	1	4
10167	2011	11	-2.66E-15	2	16
10167	2011	8	0.3	1	6
10167	2011	4	-1.78E-15	2	12
10167	2012	11	0.23	1	17
10167	2012	9	-8.88E-16	1	7
10167	2012	5	4.44E-16	1	7
10167	2012	1	-1.78E-15	1	8
10167	2013	12	0	1	6
10167	2013	11	0.05	1	7
10167	2013	1	0	1	9
10167	2014	12	40.8	2	10
10167	2014	11	87.94	3	18
10167	2014	5	31.97	3	9
10167	2014	4	42	1	11
10167	2014	3	25.52	1	8
10167	2014	2	12.34	1	5
10167	2014	1	11.04	1	6
10167	2015	12	11.47	1	2
10167	2015	8	4.51	1	2
10167	2015	1	6.08	1	2
10167	2016	6	10.47	1	3
10167	2016	2	4.99	1	2
10168	2010	12	-1.78E-15	1	9
10168	2010	11	7.11E-15	1	33
10168	2010	9	2.25	1	28
10168	2010	6	61.07	1	26
10168	2010	5	64.51	1	25
10168	2010	4	139.16	3	62
10168	2010	3	80.4	2	31
10168	2010	2	114.41	2	47
10168	2010	1	141.3	2	58
10168	2011	12	5.8	2	30
10168	2011	11	2.25	1	34
10168	2011	10	0	2	46
10168	2011	8	1.4	1	26
10168	2011	7	1	2	71
10168	2011	5	3.55E-15	3	54
10168	2011	3	1	2	54
10168	2011	2	0.07	2	70
10168	2011	1	7.11E-15	1	44
10168	2012	10	7.11E-15	2	34
10168	2012	9	0	1	10
10168	2012	8	2.23	1	40
10168	2012	6	0.35	1	25
10168	2012	5	0	1	8
10168	2012	4	0.61	1	36
10168	2012	3	-1.42E-14	1	38
10168	2012	1	1.11	2	70
10168	2013	11	35.19	2	26
10168	2013	10	-7.11E-15	1	21
10168	2013	9	2	1	19
10168	2013	8	0.14	3	53
10168	2013	7	0	2	24
10168	2013	6	5.65	3	87
10168	2013	5	1.51	2	38
10168	2013	4	5.33E-15	1	38
10168	2013	3	1.78E-15	1	12
10168	2013	1	2.24	3	72
10168	2014	10	32.08	1	8
10168	2014	9	111.28	1	35
10168	2014	7	19.13	1	5
10168	2014	6	71.28	3	18
10168	2014	5	111.68	3	42
10168	2014	3	202.42	3	51
10168	2014	2	65.51	2	26
10168	2014	1	55.92	3	48
10168	2015	10	155.21	3	53
10168	2015	9	12.98	1	2
10168	2015	2	61.62	1	18
10168	2015	1	100.12	1	17
10168	2016	12	24.51	1	10
10168	2016	10	24.93	1	5
10168	2016	7	8.64	2	2
10168	2016	4	173.81	2	59
10168	2016	2	49.9	1	21
10169	2010	11	9	1	57
10169	2010	9	25.9	1	45
10169	2010	8	21.1	1	76
10169	2010	1	484.84	1	117
10169	2011	10	29.55	1	47
10169	2011	5	5.29	1	24
10169	2011	2	15.54	1	52
10169	2013	10	7.4	1	66
10169	2014	12	130.21	1	39
10169	2014	2	1.36	1	1
10169	2015	3	23.19	1	5
10169	2017	1	8	1	1
10170	2010	12	4.26E-14	9	98
10170	2010	11	1.35E-13	12	107
10170	2010	10	2.66E-15	6	50
10170	2010	9	0.25	3	35
10170	2010	8	50.74	11	104
10170	2010	7	308.1	12	62
10170	2010	6	75.93	3	17
10170	2010	5	312.16	8	64
10170	2010	4	361.88	13	82
10170	2010	3	411.82	16	94
10170	2010	2	142.71	6	48
10170	2010	1	214.38	10	58
10170	2011	12	0.18	8	92
10170	2011	11	0	11	117
10170	2011	10	7.11E-15	4	35
10170	2011	9	7.11E-15	3	24
10170	2011	8	-7.11E-15	3	29
10170	2011	7	2.84E-14	11	108
10170	2011	6	1	8	73
10170	2011	5	1.42E-14	6	55
10170	2011	4	1	8	69
10170	2011	3	-1.28E-13	10	99
10170	2011	2	-2.84E-14	5	58
10170	2011	1	-1.24E-14	6	56
10170	2012	12	2	7	107
10170	2012	11	0.39	9	98
10170	2012	10	-7.11E-15	10	98
10170	2012	8	-2.49E-14	9	85
10170	2012	7	3.55E-15	3	27
10170	2012	6	1.95E-14	4	37
10170	2012	5	0.18	4	41
10170	2012	4	0.09	10	103
10170	2012	3	0.62	7	59
10170	2012	2	3.55E-14	9	101
10170	2012	1	-2.13E-14	6	82
10170	2013	12	0.24	4	50
10170	2013	11	93.12	10	91
10170	2013	10	2.84E-14	6	60
10170	2013	9	-1.42E-14	9	108
10170	2013	8	0.47	9	109
10170	2013	7	0.12	9	99
10170	2013	6	2.49E-14	15	154
